,temp,radius,chisq,lumi
0,700.0,1e+17,27.638684530440884,1.710857195632413e+42
1,700.0,1.1794871794871795e+17,27.637661258547045,2.3801274332400957e+42
2,700.0,1.358974358974359e+17,27.636469555902377,3.1596304158655145e+42
3,700.0,1.5384615384615386e+17,27.635109407547255,4.049366143508669e+42
4,700.0,1.717948717948718e+17,27.633581046138577,5.049334616169561e+42
5,700.0,1.8974358974358976e+17,27.631884395723958,6.159535833848189e+42
6,700.0,2.0769230769230768e+17,27.630019571321135,7.37996979654455e+42
7,700.0,2.2564102564102563e+17,27.627986604590333,8.71063650425865e+42
8,700.0,2.4358974358974358e+17,27.62578566964425,1.0151535956990485e+43
9,700.0,2.6153846153846154e+17,27.623416836305665,1.170266815474006e+43
10,700.0,2.794871794871795e+17,27.620880168425042,1.336403309750736e+43
11,700.0,2.974358974358975e+17,27.61817580337516,1.5135630785292414e+43
12,700.0,3.1538461538461536e+17,27.615303952573363,1.7017461218095182e+43
13,700.0,3.333333333333333e+17,27.612264536741453,1.90095243959157e+43
14,700.0,3.5128205128205126e+17,27.609057802681214,2.1111820318753953e+43
15,700.0,3.692307692307692e+17,27.605683862418278,2.3324348986609935e+43
16,700.0,3.8717948717948717e+17,27.602142873990378,2.564711039948366e+43
17,700.0,4.051282051282051e+17,27.598435024296283,2.8080104557375117e+43
18,700.0,4.230769230769231e+17,27.594560470189112,3.062333146028431e+43
19,700.0,4.41025641025641e+17,27.590519368432386,3.327679110821125e+43
20,700.0,4.58974358974359e+17,27.586311861211456,3.604048350115592e+43
21,700.0,4.769230769230769e+17,27.58193807580291,3.891440863911831e+43
22,700.0,4.948717948717949e+17,27.577398383141755,4.1898566522098474e+43
23,700.0,5.1282051282051283e+17,27.572692788034463,4.499295715009633e+43
24,700.0,5.307692307692307e+17,27.567821604564692,4.819758052311194e+43
25,700.0,5.487179487179487e+17,27.56278503627862,5.15124366411453e+43
26,700.0,5.666666666666666e+17,27.557583321872507,5.493752550419635e+43
27,700.0,5.846153846153846e+17,27.55221663252929,5.847284711226518e+43
28,700.0,6.025641025641025e+17,27.54668524769643,6.211840146535175e+43
29,700.0,6.205128205128205e+17,27.54098935210708,6.587418856345604e+43
30,700.0,6.384615384615384e+17,27.53512921474973,6.974020840657806e+43
31,700.0,6.564102564102564e+17,27.529105145826556,7.371646099471782e+43
32,700.0,6.743589743589743e+17,27.52291726338169,7.780294632787533e+43
33,700.0,6.923076923076923e+17,27.51656606174671,8.199966440605057e+43
34,700.0,7.102564102564102e+17,27.5100517279975,8.630661522924352e+43
35,700.0,7.282051282051282e+17,27.50337437294092,9.072379879745425e+43
36,700.0,7.461538461538461e+17,27.4965344983078,9.525121511068267e+43
37,700.0,7.641025641025641e+17,27.489532327269853,9.988886416892887e+43
38,700.0,7.82051282051282e+17,27.482368151854015,1.0463674597219279e+44
39,700.0,8e+17,27.475042376955624,1.0949486052047443e+44
40,758.974358974359,1e+17,27.634166837719214,2.3644493585417345e+42
41,758.974358974359,1.1794871794871795e+17,27.631377160994177,3.289398318655035e+42
42,758.974358974359,1.358974358974359e+17,27.6281286899936,4.366691813375233e+42
43,758.974358974359,1.5384615384615386e+17,27.62442187375285,5.596329842702327e+42
44,758.974358974359,1.717948717948718e+17,27.62025699962378,6.978312406636321e+42
45,758.974358974359,1.8974358974358976e+17,27.6156346174751,8.512639505177209e+42
46,758.974358974359,2.0769230769230768e+17,27.610555011872194,1.0199311138324992e+43
47,758.974358974359,2.2564102564102563e+17,27.605018774659904,1.2038327306079676e+43
48,758.974358974359,2.4358974358974358e+17,27.599026546675525,1.4029688008441254e+43
49,758.974358974359,2.6153846153846154e+17,27.592578950315183,1.617339324540973e+43
50,758.974358974359,2.794871794871795e+17,27.585676499278748,1.8469443016985098e+43
51,758.974358974359,2.974358974358975e+17,27.57832004347477,2.0917837323167375e+43
52,758.974358974359,3.1538461538461536e+17,27.570510322192774,2.351857616395653e+43
53,758.974358974359,3.333333333333333e+17,27.562248115841165,2.6271659539352595e+43
54,758.974358974359,3.5128205128205126e+17,27.553534325852574,2.917708744935555e+43
55,758.974358974359,3.692307692307692e+17,27.544369786342497,3.2234859893965406e+43
56,758.974358974359,3.8717948717948717e+17,27.53475542756405,3.5444976873182157e+43
57,758.974358974359,4.051282051282051e+17,27.524692554577776,3.88074383870058e+43
58,758.974358974359,4.230769230769231e+17,27.514181467547353,4.2322244435436347e+43
59,758.974358974359,4.41025641025641e+17,27.50322400740744,4.59893950184738e+43
60,758.974358974359,4.58974358974359e+17,27.491820967592798,4.980889013611815e+43
61,758.974358974359,4.769230769230769e+17,27.47997364474704,5.378072978836937e+43
62,758.974358974359,4.948717948717949e+17,27.467683214702433,5.790491397522755e+43
63,758.974358974359,5.1282051282051283e+17,27.45495099713787,6.218144269669253e+43
64,758.974358974359,5.307692307692307e+17,27.44177824601277,6.661031595276446e+43
65,758.974358974359,5.487179487179487e+17,27.428166639875506,7.11915337434433e+43
66,758.974358974359,5.666666666666666e+17,27.414116823182216,7.592509606872899e+43
67,758.974358974359,5.846153846153846e+17,27.39963092020075,8.08110029286216e+43
68,758.974358974359,6.025641025641025e+17,27.384710379835585,8.584925432312112e+43
69,758.974358974359,6.205128205128205e+17,27.369356747151492,9.103985025222754e+43
70,758.974358974359,6.384615384615384e+17,27.353571449468,9.638279071594084e+43
71,758.974358974359,6.564102564102564e+17,27.337356297260442,1.0187807571426105e+44
72,758.974358974359,6.743589743589743e+17,27.32071304332244,1.0752570524718814e+44
73,758.974358974359,6.923076923076923e+17,27.303643279026716,1.1332567931472216e+44
74,758.974358974359,7.102564102564102e+17,27.28614876272565,1.1927799791686301e+44
75,758.974358974359,7.282051282051282e+17,27.268231616710377,1.2538266105361082e+44
76,758.974358974359,7.461538461538461e+17,27.24989347957695,1.3163966872496549e+44
77,758.974358974359,7.641025641025641e+17,27.231136376344974,1.3804902093092709e+44
78,758.974358974359,7.82051282051282e+17,27.211962291532732,1.4461071767149556e+44
79,758.974358974359,8e+17,27.19237322413181,1.51324758946671e+44
80,817.9487179487179,1e+17,27.624152017192404,3.189524223097224e+42
81,817.9487179487179,1.1794871794871795e+17,27.617448835314086,4.4372342249005414e+42
82,817.9487179487179,1.358974358974359e+17,27.609645116521545,5.890449403471467e+42
83,817.9487179487179,1.5384615384615386e+17,27.600742679210857,7.549169758809996e+42
84,817.9487179487179,1.717948717948718e+17,27.590743463678624,9.413395290916132e+42
85,817.9487179487179,1.8974358974358976e+17,27.5796493965914,1.148312599978987e+43
86,817.9487179487179,2.0769230769230768e+17,27.567463038231693,1.3758361885431215e+43
87,817.9487179487179,2.2564102564102563e+17,27.554187001056885,1.623910294784017e+43
88,817.9487179487179,2.4358974358974358e+17,27.539823980848325,1.8925349187016725e+43
89,817.9487179487179,2.6153846153846154e+17,27.52437723787831,2.1817100602960894e+43
90,817.9487179487179,2.794871794871795e+17,27.50784987506709,2.4914357195672656e+43
91,817.9487179487179,2.974358974358975e+17,27.49024557462746,2.821711896515204e+43
92,817.9487179487179,3.1538461538461536e+17,27.471568132331452,3.172538591139901e+43
93,817.9487179487179,3.333333333333333e+17,27.451821557292767,3.5439158034413583e+43
94,817.9487179487179,3.5128205128205126e+17,27.431010216863477,3.935843533419578e+43
95,817.9487179487179,3.692307692307692e+17,27.40913807088441,4.3483217810745573e+43
96,817.9487179487179,3.8717948717948717e+17,27.38621047381812,4.781350546406297e+43
97,817.9487179487179,4.051282051282051e+17,27.36223216305999,5.234929829414797e+43
98,817.9487179487179,4.230769230769231e+17,27.337208322048053,5.709059630100058e+43
99,817.9487179487179,4.41025641025641e+17,27.311144366581978,6.203739948462082e+43
100,817.9487179487179,4.58974358974359e+17,27.284046081961964,6.718970784500864e+43
101,817.9487179487179,4.769230769230769e+17,27.255919098995033,7.254752138216406e+43
102,817.9487179487179,4.948717948717949e+17,27.22676989598463,7.811084009608713e+43
103,817.9487179487179,5.1282051282051283e+17,27.196604611519913,8.387966398677774e+43
104,817.9487179487179,5.307692307692307e+17,27.165429897383,8.985399305423597e+43
105,817.9487179487179,5.487179487179487e+17,27.133252690264897,9.603382729846184e+43
106,817.9487179487179,5.666666666666666e+17,27.10008000338773,1.0241916671945524e+44
107,817.9487179487179,5.846153846153846e+17,27.065919193165346,1.0901001131721631e+44
108,817.9487179487179,6.025641025641025e+17,27.030777789974465,1.1580636109174499e+44
109,817.9487179487179,6.205128205128205e+17,26.994663691631033,1.2280821604304128e+44
110,817.9487179487179,6.384615384615384e+17,26.957584590073544,1.3001557617110515e+44
111,817.9487179487179,6.564102564102564e+17,26.919549087822475,1.3742844147593664e+44
112,817.9487179487179,6.743589743589743e+17,26.880565570586455,1.4504681195753573e+44
113,817.9487179487179,6.923076923076923e+17,26.840642813509287,1.5287068761590241e+44
114,817.9487179487179,7.102564102564102e+17,26.79978968592199,1.609000684510367e+44
115,817.9487179487179,7.282051282051282e+17,26.758015476168715,1.6913495446293863e+44
116,817.9487179487179,7.461538461538461e+17,26.715329623569097,1.775753456516081e+44
117,817.9487179487179,7.641025641025641e+17,26.671741742280297,1.8622124201704525e+44
118,817.9487179487179,7.82051282051282e+17,26.627261809751467,1.9507264355925e+44
119,817.9487179487179,8e+17,26.581899998914558,2.041295502782223e+44
120,876.9230769230769,1e+17,27.604085240606718,4.213738660197666e+42
121,876.9230769230769,1.1794871794871795e+17,27.589547797835813,5.862111114384128e+42
122,876.9230769230769,1.358974358974359e+17,27.57263069428346,7.781980208083657e+42
123,876.9230769230769,1.5384615384615386e+17,27.553340802928734,9.97334594129625e+42
124,876.9230769230769,1.717948717948718e+17,27.531685855107742,1.2436208314021904e+43
125,876.9230769230769,1.8974358974358976e+17,27.50767405911913,1.5170567326260628e+43
126,876.9230769230769,2.0769230769230768e+17,27.481315583511808,1.817642297801241e+43
127,876.9230769230769,2.2564102564102563e+17,27.45262076182408,2.145377526927727e+43
128,876.9230769230769,2.4358974358974358e+17,27.42160116965353,2.500262420005518e+43
129,876.9230769230769,2.6153846153846154e+17,27.388269394055033,2.882296977034617e+43
130,876.9230769230769,2.794871794871795e+17,27.35263857906367,3.2914811980150206e+43
131,876.9230769230769,2.974358974358975e+17,27.31472338183535,3.7278150829467327e+43
132,876.9230769230769,3.1538461538461536e+17,27.274539171325838,4.1912986318297483e+43
133,876.9230769230769,3.333333333333333e+17,27.232101920439824,4.681931844664073e+43
134,876.9230769230769,3.5128205128205126e+17,27.18742924788255,5.199714721449703e+43
135,876.9230769230769,3.692307692307692e+17,27.140539230807992,5.744647262186639e+43
136,876.9230769230769,3.8717948717948717e+17,27.091450985301005,6.316729466874882e+43
137,876.9230769230769,4.051282051282051e+17,27.040184725342677,6.91596133551443e+43
138,876.9230769230769,4.230769230769231e+17,26.98676154957544,7.542342868105288e+43
139,876.9230769230769,4.41025641025641e+17,26.931203459586733,8.195874064647451e+43
140,876.9230769230769,4.58974358974359e+17,26.87353357630287,8.876554925140921e+43
141,876.9230769230769,4.769230769230769e+17,26.81377560774048,9.584385449585695e+43
142,876.9230769230769,4.948717948717949e+17,26.751954655132817,1.031936563798178e+44
143,876.9230769230769,5.1282051282051283e+17,26.688096604248585,1.1081495490329165e+44
144,876.9230769230769,5.307692307692307e+17,26.622228132620457,1.1870775006627857e+44
145,876.9230769230769,5.487179487179487e+17,26.554377183779224,1.2687204186877864e+44
146,876.9230769230769,5.666666666666666e+17,26.484572462914766,1.3530783031079166e+44
147,876.9230769230769,5.846153846153846e+17,26.41284383241196,1.440151153923178e+44
148,876.9230769230769,6.025641025641025e+17,26.339221389830875,1.5299389711335703e+44
149,876.9230769230769,6.205128205128205e+17,26.263737374609846,1.6224417547390935e+44
150,876.9230769230769,6.384615384615384e+17,26.186424096433793,1.7176595047397463e+44
151,876.9230769230769,6.564102564102564e+17,26.107315223728822,1.8155922211355303e+44
152,876.9230769230769,6.743589743589743e+17,26.026445168769506,1.916239903926445e+44
153,876.9230769230769,6.923076923076923e+17,25.94384939766268,2.0196025531124906e+44
154,876.9230769230769,7.102564102564102e+17,25.859564386355242,2.1256801686936656e+44
155,876.9230769230769,7.282051282051282e+17,25.773627515782056,2.234472750669973e+44
156,876.9230769230769,7.461538461538461e+17,25.686077094536643,2.34598029904141e+44
157,876.9230769230769,7.641025641025641e+17,25.596952437371566,2.460202813807978e+44
158,876.9230769230769,7.82051282051282e+17,25.50629387427938,2.5771402949696765e+44
159,876.9230769230769,8e+17,25.41414237480361,2.696792742526506e+44
160,935.8974358974359,1e+17,27.567101798161165,5.4668181847440234e+42
161,935.8974358974359,1.1794871794871795e+17,27.538147573927457,7.6053828263763e+42
162,935.8974358974359,1.358974358974359e+17,27.504475218646146,1.0096181644277422e+43
163,935.8974358974359,1.5384615384615386e+17,27.466108005455403,1.2939214638447391e+43
164,935.8974358974359,1.717948717948718e+17,27.423072378498862,1.6134481808886203e+43
165,935.8974358974359,1.8974358974358976e+17,27.375398069219198,1.9681983155593867e+43
