,temp,radius,chisq,lumi
0,700.0,1e+17,93.06366253352364,1.710857195632413e+42
1,700.0,1.1794871794871795e+17,92.72646395895181,2.3801274332400957e+42
2,700.0,1.358974358974359e+17,92.33472779143968,3.1596304158655145e+42
3,700.0,1.5384615384615386e+17,91.88890695714616,4.049366143508669e+42
4,700.0,1.717948717948718e+17,91.38952255359905,5.049334616169561e+42
5,700.0,1.8974358974358976e+17,90.8371567651612,6.159535833848189e+42
6,700.0,2.0769230769230768e+17,90.232459141949,7.37996979654455e+42
7,700.0,2.2564102564102563e+17,89.57613879567761,8.71063650425865e+42
8,700.0,2.4358974358974358e+17,88.86899923808797,1.0151535956990485e+43
9,700.0,2.6153846153846154e+17,88.11184838940585,1.170266815474006e+43
10,700.0,2.794871794871795e+17,87.30560749557581,1.336403309750736e+43
11,700.0,2.974358974358975e+17,86.45125289222885,1.5135630785292414e+43
12,700.0,3.1538461538461536e+17,85.54979791190362,1.7017461218095182e+43
13,700.0,3.333333333333333e+17,84.60237578650806,1.90095243959157e+43
14,700.0,3.5128205128205126e+17,83.61013229275885,2.1111820318753953e+43
15,700.0,3.692307692307692e+17,82.57430171502547,2.3324348986609935e+43
16,700.0,3.8717948717948717e+17,81.49617546949816,2.564711039948366e+43
17,700.0,4.051282051282051e+17,80.37711338805792,2.8080104557375117e+43
18,700.0,4.230769230769231e+17,79.21853259825035,3.062333146028431e+43
19,700.0,4.41025641025641e+17,78.02192816052427,3.327679110821125e+43
20,700.0,4.58974358974359e+17,76.7888533298144,3.604048350115592e+43
21,700.0,4.769230769230769e+17,75.52089757442917,3.891440863911831e+43
22,700.0,4.948717948717949e+17,74.21977146482833,4.1898566522098474e+43
23,700.0,5.1282051282051283e+17,72.88720952065223,4.499295715009633e+43
24,700.0,5.307692307692307e+17,71.52502620855985,4.819758052311194e+43
25,700.0,5.487179487179487e+17,70.13508007640596,5.15124366411453e+43
26,700.0,5.666666666666666e+17,68.71932022295519,5.493752550419635e+43
27,700.0,5.846153846153846e+17,67.27975247235231,5.847284711226518e+43
28,700.0,6.025641025641025e+17,65.81843172053492,6.211840146535175e+43
29,700.0,6.205128205128205e+17,64.33750288917625,6.587418856345604e+43
30,700.0,6.384615384615384e+17,62.83915364926323,6.974020840657806e+43
31,700.0,6.564102564102564e+17,61.32564144296366,7.371646099471782e+43
32,700.0,6.743589743589743e+17,59.79929741673186,7.780294632787533e+43
33,700.0,6.923076923076923e+17,58.26251310990752,8.199966440605057e+43
34,700.0,7.102564102564102e+17,56.717726991345316,8.630661522924352e+43
35,700.0,7.282051282051282e+17,55.16747403686878,9.072379879745425e+43
