,temp,radius,chisq,lumi
0,700.0,1e+17,314.02118042252056,1.710857195632413e+42
1,700.0,1.1794871794871795e+17,313.5611475734511,2.3801274332400957e+42
2,700.0,1.358974358974359e+17,313.0260357930799,3.1596304158655145e+42
3,700.0,1.5384615384615386e+17,312.41616210110465,4.049366143508669e+42
4,700.0,1.717948717948718e+17,311.73188577396536,5.049334616169561e+42
5,700.0,1.8974358974358976e+17,310.9736122222106,6.159535833848189e+42
6,700.0,2.0769230769230768e+17,310.14179112914974,7.37996979654455e+42
7,700.0,2.2564102564102563e+17,309.23691929870137,8.71063650425865e+42
8,700.0,2.4358974358974358e+17,308.2595322329736,1.0151535956990485e+43
9,700.0,2.6153846153846154e+17,307.2102119066048,1.170266815474006e+43
10,700.0,2.794871794871795e+17,306.0895913255916,1.336403309750736e+43
11,700.0,2.974358974358975e+17,304.8983424376638,1.5135630785292414e+43
12,700.0,3.1538461538461536e+17,303.6371821887546,1.7017461218095182e+43
13,700.0,3.333333333333333e+17,302.306873131781,1.90095243959157e+43
14,700.0,3.5128205128205126e+17,300.9082222541708,2.1111820318753953e+43
15,700.0,3.692307692307692e+17,299.442082390289,2.3324348986609935e+43
16,700.0,3.8717948717948717e+17,297.9093459135259,2.564711039948366e+43
17,700.0,4.051282051282051e+17,296.31095759073247,2.8080104557375117e+43
18,700.0,4.230769230769231e+17,294.6479022886693,3.062333146028431e+43
19,700.0,4.41025641025641e+17,292.9212093302958,3.327679110821125e+43
20,700.0,4.58974358974359e+17,291.1319543601187,3.604048350115592e+43
21,700.0,4.769230769230769e+17,289.28125743661417,3.891440863911831e+43
22,700.0,4.948717948717949e+17,287.3702808047409,4.1898566522098474e+43
23,700.0,5.1282051282051283e+17,285.40023582232584,4.499295715009633e+43
24,700.0,5.307692307692307e+17,283.3723747922317,4.819758052311194e+43
25,700.0,5.487179487179487e+17,281.2879959426474,5.15124366411453e+43
26,700.0,5.666666666666666e+17,279.1484416715108,5.493752550419635e+43
27,700.0,5.846153846153846e+17,276.9551004222774,5.847284711226518e+43
28,700.0,6.025641025641025e+17,274.7094044067666,6.211840146535175e+43
29,700.0,6.205128205128205e+17,272.4128301963258,6.587418856345604e+43
30,700.0,6.384615384615384e+17,270.06689911475434,6.974020840657806e+43
31,700.0,6.564102564102564e+17,267.6731774374326,7.371646099471782e+43
32,700.0,6.743589743589743e+17,265.23327647792627,7.780294632787533e+43
33,700.0,6.923076923076923e+17,262.74885030183566,8.199966440605057e+43
34,700.0,7.102564102564102e+17,260.2216008458882,8.630661522924352e+43
35,700.0,7.282051282051282e+17,257.65327189218027,9.072379879745425e+43
36,700.0,7.461538461538461e+17,255.04565362894922,9.525121511068267e+43
37,700.0,7.641025641025641e+17,252.40057971575067,9.988886416892887e+43
38,700.0,7.82051282051282e+17,249.71992795457254,1.0463674597219279e+44
39,700.0,8e+17,247.00562376297995,1.0949486052047443e+44
40,758.974358974359,1e+17,313.25170838248965,2.3644493585417345e+42
41,758.974358974359,1.1794871794871795e+17,312.4922094049014,3.289398318655035e+42
42,758.974358974359,1.358974358974359e+17,311.60940180080877,4.366691813375233e+42
43,758.974358974359,1.5384615384615386e+17,310.60410123649245,5.596329842702327e+42
44,758.974358974359,1.717948717948718e+17,309.477240248378,6.978312406636321e+42
45,758.974358974359,1.8974358974358976e+17,308.2298588637395,8.512639505177209e+42
46,758.974358974359,2.0769230769230768e+17,306.8631243614765,1.0199311138324992e+43
47,758.974358974359,2.2564102564102563e+17,305.37831075375595,1.2038327306079676e+43
48,758.974358974359,2.4358974358974358e+17,303.7768096122285,1.4029688008441254e+43
49,758.974358974359,2.6153846153846154e+17,302.0601291318906,1.617339324540973e+43
50,758.974358974359,2.794871794871795e+17,300.22989067465636,1.8469443016985098e+43
51,758.974358974359,2.974358974358975e+17,298.2878306902804,2.0917837323167375e+43
52,758.974358974359,3.1538461538461536e+17,296.2358040000798,2.351857616395653e+43
53,758.974358974359,3.333333333333333e+17,294.0757782674594,2.6271659539352595e+43
54,758.974358974359,3.5128205128205126e+17,291.8098366309008,2.917708744935555e+43
55,758.974358974359,3.692307692307692e+17,289.44017844214335,3.2234859893965406e+43
56,758.974358974359,3.8717948717948717e+17,286.96911741846685,3.5444976873182157e+43
57,758.974358974359,4.051282051282051e+17,284.3990839293983,3.88074383870058e+43
58,758.974358974359,4.230769230769231e+17,281.7326203552107,4.2322244435436347e+43
59,758.974358974359,4.41025641025641e+17,278.97238860906896,4.59893950184738e+43
60,758.974358974359,4.58974358974359e+17,276.1211636956685,4.980889013611815e+43
61,758.974358974359,4.769230769230769e+17,273.1818361492372,5.378072978836937e+43
62,758.974358974359,4.948717948717949e+17,270.1574114455494,5.790491397522755e+43
63,758.974358974359,5.1282051282051283e+17,267.0510119933897,6.218144269669253e+43
64,758.974358974359,5.307692307692307e+17,263.8658724877228,6.661031595276446e+43
65,758.974358974359,5.487179487179487e+17,260.6053460768816,7.11915337434433e+43
66,758.974358974359,5.666666666666666e+17,257.2728996703361,7.592509606872899e+43
67,758.974358974359,5.846153846153846e+17,253.87211532390273,8.08110029286216e+43
68,758.974358974359,6.025641025641025e+17,250.40669198386576,8.584925432312112e+43
69,758.974358974359,6.205128205128205e+17,246.8804407790082,9.103985025222754e+43
70,758.974358974359,6.384615384615384e+17,243.2972922825204,9.638279071594084e+43
71,758.974358974359,6.564102564102564e+17,239.6612875236525,1.0187807571426105e+44
72,758.974358974359,6.743589743589743e+17,235.97658822046546,1.0752570524718814e+44
73,758.974358974359,6.923076923076923e+17,232.24746795031294,1.1332567931472216e+44
74,758.974358974359,7.102564102564102e+17,228.4783158392312,1.1927799791686301e+44
75,758.974358974359,7.282051282051282e+17,224.67363692275595,1.2538266105361082e+44
76,758.974358974359,7.461538461538461e+17,220.83805185491107,1.3163966872496549e+44
77,758.974358974359,7.641025641025641e+17,216.97629625924037,1.3804902093092709e+44
78,758.974358974359,7.82051282051282e+17,213.09322066745122,1.4461071767149556e+44
79,758.974358974359,8e+17,209.19379108084055,1.51324758946671e+44
80,817.9487179487179,1e+17,312.1837905799398,3.189524223097224e+42
81,817.9487179487179,1.1794871794871795e+17,311.009788845043,4.4372342249005414e+42
82,817.9487179487179,1.358974358974359e+17,309.6465183742425,5.890449403471467e+42
83,817.9487179487179,1.5384615384615386e+17,308.0958432595541,7.549169758809996e+42
84,817.9487179487179,1.717948717948718e+17,306.3599022717742,9.413395290916132e+42
85,817.9487179487179,1.8974358974358976e+17,304.44109100173756,1.148312599978987e+43
86,817.9487179487179,2.0769230769230768e+17,302.34207232985045,1.3758361885431215e+43
87,817.9487179487179,2.2564102564102563e+17,300.06577317600636,1.623910294784017e+43
88,817.9487179487179,2.4358974358974358e+17,297.61538415277505,1.8925349187016725e+43
89,817.9487179487179,2.6153846153846154e+17,294.9943602523164,2.1817100602960894e+43
90,817.9487179487179,2.794871794871795e+17,292.2064214432076,2.4914357195672656e+43
91,817.9487179487179,2.974358974358975e+17,289.25555161059617,2.821711896515204e+43
92,817.9487179487179,3.1538461538461536e+17,286.14599973595716,3.172538591139901e+43
93,817.9487179487179,3.333333333333333e+17,282.88227739714773,3.5439158034413583e+43
94,817.9487179487179,3.5128205128205126e+17,279.4691628230343,3.935843533419578e+43
