,temp,radius,chisq,lumi
0,700.0,1e+17,83.65427726363548,1.710857195632413e+42
1,700.0,1.1794871794871795e+17,83.65255358735202,2.3801274332400957e+42
2,700.0,1.358974358974359e+17,83.65054612562544,3.1596304158655145e+42
3,700.0,1.5384615384615386e+17,83.64825493058127,4.049366143508669e+42
4,700.0,1.717948717948718e+17,83.64568006171547,5.049334616169561e+42
5,700.0,1.8974358974358976e+17,83.64282158589714,6.159535833848189e+42
6,700.0,2.0769230769230768e+17,83.63967957736536,7.37996979654455e+42
7,700.0,2.2564102564102563e+17,83.63625411773096,8.71063650425865e+42
8,700.0,2.4358974358974358e+17,83.6325452959757,1.0151535956990485e+43
9,700.0,2.6153846153846154e+17,83.62855320845362,1.170266815474006e+43
10,700.0,2.794871794871795e+17,83.62427795888804,1.336403309750736e+43
11,700.0,2.974358974358975e+17,83.61971965837553,1.5135630785292414e+43
12,700.0,3.1538461538461536e+17,83.61487842538368,1.7017461218095182e+43
13,700.0,3.333333333333333e+17,83.60975438575049,1.90095243959157e+43
14,700.0,3.5128205128205126e+17,83.60434666196662,2.1111820318753953e+43
15,700.0,3.692307692307692e+17,83.59865750631994,2.3324348986609935e+43
16,700.0,3.8717948717948717e+17,83.59268579601208,2.564711039948366e+43
17,700.0,4.051282051282051e+17,83.58643185235648,2.8080104557375117e+43
18,700.0,4.230769230769231e+17,83.5798958380487,3.062333146028431e+43
19,700.0,4.41025641025641e+17,83.57307804116472,3.327679110821125e+43
20,700.0,4.58974358974359e+17,83.56597845805832,3.604048350115592e+43
21,700.0,4.769230769230769e+17,83.55859733880426,3.891440863911831e+43
22,700.0,4.948717948717949e+17,83.55093487558055,4.1898566522098474e+43
23,700.0,5.1282051282051283e+17,83.54299126794018,4.499295715009633e+43
24,700.0,5.307692307692307e+17,83.5347667228051,4.819758052311194e+43
25,700.0,5.487179487179487e+17,83.52626145446933,5.15124366411453e+43
26,700.0,5.666666666666666e+17,83.51747607913373,5.493752550419635e+43
27,700.0,5.846153846153846e+17,83.5084098981905,5.847284711226518e+43
28,700.0,6.025641025641025e+17,83.49906367683442,6.211840146535175e+43
29,700.0,6.205128205128205e+17,83.48943765884637,6.587418856345604e+43
30,700.0,6.384615384615384e+17,83.47953169892601,6.974020840657806e+43
31,700.0,6.564102564102564e+17,83.46934768542434,7.371646099471782e+43
32,700.0,6.743589743589743e+17,83.4588837824046,7.780294632787533e+43
33,700.0,6.923076923076923e+17,83.44814113073039,8.199966440605057e+43
34,700.0,7.102564102564102e+17,83.43712001103867,8.630661522924352e+43
35,700.0,7.282051282051282e+17,83.42582071133472,9.072379879745425e+43
36,700.0,7.461538461538461e+17,83.414243526999,9.525121511068267e+43
37,700.0,7.641025641025641e+17,83.4023887607789,9.988886416892887e+43
38,700.0,7.82051282051282e+17,83.39025672279598,1.0463674597219279e+44
39,700.0,8e+17,83.37784773054165,1.0949486052047443e+44
40,758.974358974359,1e+17,83.64666851838243,2.3644493585417345e+42
41,758.974358974359,1.1794871794871795e+17,83.64196926230765,3.289398318655035e+42
42,758.974358974359,1.358974358974359e+17,83.63649675293819,4.366691813375233e+42
43,758.974358974359,1.5384615384615386e+17,83.63025132893345,5.596329842702327e+42
44,758.974358974359,1.717948717948718e+17,83.623233376844,6.978312406636321e+42
45,758.974358974359,1.8974358974358976e+17,83.61544333110963,8.512639505177209e+42
46,758.974358974359,2.0769230769230768e+17,83.60688066440922,1.0199311138324992e+43
47,758.974358974359,2.2564102564102563e+17,83.59754796133493,1.2038327306079676e+43
48,758.974358974359,2.4358974358974358e+17,83.58744457922491,1.4029688008441254e+43
49,758.974358974359,2.6153846153846154e+17,83.57657143042144,1.617339324540973e+43
50,758.974358974359,2.794871794871795e+17,83.56492904103601,1.8469443016985098e+43
51,758.974358974359,2.974358974358975e+17,83.55251816584101,2.0917837323167375e+43
52,758.974358974359,3.1538461538461536e+17,83.53933957451439,2.351857616395653e+43
53,758.974358974359,3.333333333333333e+17,83.52539449528042,2.6271659539352595e+43
54,758.974358974359,3.5128205128205126e+17,83.51068273593027,2.917708744935555e+43
55,758.974358974359,3.692307692307692e+17,83.49520584443846,3.2234859893965406e+43
56,758.974358974359,3.8717948717948717e+17,83.47896522399364,3.5444976873182157e+43
57,758.974358974359,4.051282051282051e+17,83.46196094604085,3.88074383870058e+43
58,758.974358974359,4.230769230769231e+17,83.4441945609168,4.2322244435436347e+43
59,758.974358974359,4.41025641025641e+17,83.42566717353682,4.59893950184738e+43
60,758.974358974359,4.58974358974359e+17,83.4063799367097,4.980889013611815e+43
61,758.974358974359,4.769230769230769e+17,83.3863340511349,5.378072978836937e+43
62,758.974358974359,4.948717948717949e+17,83.36553076540304,5.790491397522755e+43
