#Wavelength[A] Flux[erg/s/cm^2/A]
6335.4189 1.04713e-17
6336.585 8.79825e-18
6337.751 1.07172e-17
6338.917 9.936070000000001e-18
6340.083 9.03031e-18
6341.249 8.481180000000001e-18
6342.415 9.984800000000001e-18
6343.5811 1.05673e-17
6344.7471 9.500560000000001e-18
6345.9136 9.376500000000001e-18
6347.0796 9.12755e-18
6348.2461 9.251060000000001e-18
6349.4121 7.61606e-18
6350.5786 9.429300000000001e-18
6351.7451 8.27294e-18
6352.9116 8.35976e-18
6354.0776 9.09075e-18
6355.2441 6.605590000000001e-18
6356.4106 8.462840000000001e-18
6357.5771 6.906780000000001e-18
6358.7441 1.13037e-17
6359.9106 1.7578e-17
6361.0771 4.09732e-18
6362.2437 9.769600000000001e-18
6363.4106 3.98034e-18
6364.5771 3.76762e-18
6365.7441 1.64539e-17
6366.9111 6.12547e-18
6368.0776 5.2632900000000006e-18
6369.2446 6.15894e-18
6370.4116 7.11261e-18
6371.5786 5.990910000000001e-18
6372.7456 8.907160000000001e-18
6373.9126 7.81466e-18
6375.0796 1.07149e-17
6376.2466 8.412000000000001e-18
6377.4136 8.58872e-18
6378.5811 7.1492e-18
6379.748 6.88184e-18
6380.9155 8.160240000000001e-18
6382.0825 8.556790000000001e-18
6383.25 8.498700000000001e-18
6384.4175 8.15026e-18
6385.5845 7.49091e-18
6386.752 7.637930000000001e-18
6387.9194 9.51298e-18
6389.0869 7.05487e-18
6390.2544 8.994320000000001e-18
6391.4219 7.84871e-18
6392.5898 6.478320000000001e-18
6393.7573 7.075600000000001e-18
6394.9248 8.341940000000001e-18
6396.0928 6.393760000000001e-18
6397.2603 7.47721e-18
6398.4282 7.35842e-18
6399.5962 6.33531e-18
6400.7637 7.17253e-18
6401.9316 6.429510000000001e-18
6403.0996 6.63691e-18
6404.2676 6.920800000000001e-18
6405.4355 7.795460000000001e-18
6406.6035 6.947320000000001e-18
6407.7715 7.894890000000001e-18
6408.9395 6.554800000000001e-18
6410.1079 6.0804300000000004e-18
6411.2759 7.60761e-18
6412.4438 9.159380000000001e-18
6413.6123 6.6744900000000005e-18
6414.7803 5.27167e-18
6415.9487 7.938920000000001e-18
6417.1172 6.481280000000001e-18
6418.2852 8.16806e-18
6419.4536 6.52488e-18
6420.6221 7.34613e-18
6421.7905 7.42523e-18
6422.959 7.886470000000001e-18
6424.1274 7.09212e-18
6425.2964 6.98753e-18
6426.4648 6.724790000000001e-18
6427.6333 6.411480000000001e-18
6428.8018 7.930210000000001e-18
6429.9707 5.3183300000000004e-18
6431.1392 7.372460000000001e-18
6432.3081 7.411200000000001e-18
6433.4771 6.6272600000000004e-18
6434.646 7.759380000000001e-18
6435.8149 6.21225e-18
6436.9834 7.067290000000001e-18
6438.1523 7.05517e-18
6439.3213 6.988270000000001e-18
6440.4907 7.24831e-18
6441.6597 6.3315300000000005e-18
6442.8286 7.97165e-18
6443.9976 5.960800000000001e-18
6445.167 7.509090000000001e-18
6446.3359 7.015920000000001e-18
6447.5054 8.800350000000001e-18
6448.6743 7.12956e-18
6449.8438 7.169220000000001e-18
6451.0132 7.96027e-18
6452.1821 9.12416e-18
6453.3516 6.7043300000000006e-18
6454.521 7.97153e-18
6455.6904 8.39834e-18
6456.8599 7.5461e-18
6458.0293 6.869990000000001e-18
6459.1992 7.930150000000001e-18
6460.3687 6.940020000000001e-18
6461.5381 6.7652100000000005e-18
6462.708 6.30899e-18
6463.8774 7.57797e-18
6465.0474 7.751540000000001e-18
6466.2168 7.12489e-18
6467.3867 7.89266e-18
6468.5566 5.91186e-18
6469.7266 5.8615400000000005e-18
6470.8965 6.4769900000000005e-18
6472.0664 7.26836e-18
6473.2363 4.72255e-18
6474.4062 6.343920000000001e-18
6475.5762 5.22139e-18
6476.7461 6.8717200000000004e-18
6477.9165 6.672760000000001e-18
6479.0864 7.46493e-18
6480.2568 6.3340200000000006e-18
6481.4268 7.508380000000001e-18
6482.5972 7.80588e-18
6483.7671 9.01369e-18
6484.9375 6.419490000000001e-18
6486.1079 7.82253e-18
6487.2783 6.2010200000000006e-18
6488.4487 6.16686e-18
6489.6191 5.3167e-18
6490.7896 6.139160000000001e-18
6491.96 7.64345e-18
6493.1304 5.57131e-18
6494.3013 7.025940000000001e-18
6495.4717 5.94993e-18
6496.6421 4.5345700000000005e-18
6497.813 8.379910000000001e-18
6498.9834 7.56537e-18
6500.1543 8.054970000000001e-18
6501.3252 7.577e-18
6502.4961 6.01006e-18
6503.6665 7.55139e-18
6504.8374 7.526320000000001e-18
6506.0083 8.956340000000001e-18
6507.1792 7.24338e-18
6508.3506 7.96389e-18
6509.5215 6.5167200000000004e-18
6510.6924 7.913940000000001e-18
6511.8633 6.557380000000001e-18
6513.0347 6.784160000000001e-18
6514.2056 7.397550000000001e-18
6515.377 6.5410700000000006e-18
6516.5479 6.1229400000000005e-18
6517.7192 7.06455e-18
6518.8906 7.240860000000001e-18
6520.062 8.947130000000001e-18
6521.2329 7.884930000000001e-18
6522.4043 6.1114000000000005e-18
6523.5757 6.75831e-18
6524.7471 7.60153e-18
6525.9185 7.10815e-18
6527.0903 7.179860000000001e-18
6528.2617 7.66299e-18
6529.4331 
6530.605 
6531.7764 
6532.9482 
6534.1196 
6535.2915 8.18008e-18
6536.4634 6.9323900000000004e-18
6537.6353 9.130540000000001e-18
6538.8071 6.461470000000001e-18
6539.9785 5.9416700000000005e-18
6541.1504 8.696390000000001e-18
6542.3228 5.2905600000000005e-18
6543.4946 5.1935e-18
6544.6665 4.9906800000000005e-18
6545.8384 7.742280000000001e-18
6547.0107 6.795730000000001e-18
6548.1826 8.702630000000001e-18
6549.355 8.14355e-18
6550.5269 1.09585e-17
6551.6992 8.42003e-18
6552.8711 6.63866e-18
6554.0435 6.46178e-18
6555.2158 6.983030000000001e-18
6556.3882 8.424280000000001e-18
6557.5605 7.543040000000001e-18
6558.7329 1.38994e-17
6559.9053 7.57589e-18
6561.0776 6.074810000000001e-18
6562.25 6.307100000000001e-18
6563.4229 5.40823e-18
6564.5952 9.61279e-18
6565.7676 8.874980000000001e-18
6566.9404 5.9976200000000006e-18
6568.1133 8.004490000000001e-18
6569.2856 8.65146e-18
6570.4585 8.46412e-18
6571.6313 8.24803e-18
6572.8037 6.745240000000001e-18
6573.9766 8.76429e-18
6575.1494 8.48399e-18
6576.3223 1.03258e-17
6577.4951 1.03694e-17
6578.6685 9.417800000000001e-18
6579.8413 9.31352e-18
6581.0142 7.11451e-18
6582.1875 7.59522e-18
6583.3604 8.14325e-18
6584.5332 8.013560000000001e-18
6585.7065 7.193800000000001e-18
6586.8799 7.30983e-18
6588.0527 8.020870000000001e-18
6589.2261 8.636640000000001e-18
6590.3994 1.13166e-17
6591.5728 6.7901600000000005e-18
6592.7461 8.326450000000001e-18
6593.9194 9.05385e-18
6595.0928 7.79559e-18
6596.2661 9.55049e-18
6597.4395 8.516670000000001e-18
6598.6133 8.0956e-18
6599.7866 9.08626e-18
6600.96 7.45073e-18
6602.1338 9.390550000000001e-18
6603.3071 8.622340000000001e-18
6604.481 8.907220000000001e-18
6605.6548 1.0701e-17
6606.8286 9.819310000000001e-18
6608.002 8.516490000000001e-18
6609.1758 8.91388e-18
6610.3496 8.884950000000001e-18
6611.5234 8.81064e-18
6612.6973 1.00973e-17
6613.8711 8.60541e-18
6615.0454 1.00504e-17
6616.2192 1.00302e-17
6617.3931 9.778080000000001e-18
6618.5674 9.24528e-18
6619.7412 8.14397e-18
6620.9155 1.0754e-17
6622.0894 9.34773e-18
6623.2637 9.45022e-18
6624.438 8.4548e-18
6625.6118 8.85385e-18
6626.7861 9.843100000000001e-18
6627.9604 8.34286e-18
6629.1348 8.758350000000001e-18
6630.3091 8.529720000000001e-18
6631.4834 9.65522e-18
6632.6582 8.83129e-18
6633.8325 8.965770000000001e-18
6635.0068 9.229270000000001e-18
6636.1816 8.42964e-18
6637.356 9.853440000000001e-18
6638.5308 9.52136e-18
6639.7051 9.433450000000001e-18
6640.8799 8.28791e-18
6642.0547 9.119390000000001e-18
6643.229 9.78777e-18
6644.4038 9.92941e-18
6645.5786 9.2944e-18
6646.7534 8.563530000000001e-18
6647.9282 8.72575e-18
6649.103 8.535830000000001e-18
6650.2778 8.723620000000001e-18
6651.4531 8.79082e-18
6652.6279 9.12262e-18
6653.8027 9.22705e-18
6654.978 9.896270000000001e-18
6656.1528 8.317300000000001e-18
6657.3281 9.18053e-18
6658.5029 7.658920000000001e-18
6659.6782 8.004670000000001e-18
6660.8535 7.54889e-18
6662.0288 8.194120000000001e-18
6663.2036 8.5924e-18
6664.3789 8.37547e-18
6665.5542 7.153440000000001e-18
6666.7295 7.65748e-18
6667.9053 8.66747e-18
6669.0806 8.772530000000001e-18
6670.2559 8.506890000000001e-18
6671.4312 8.161540000000001e-18
6672.6069 9.03049e-18
6673.7822 7.881070000000001e-18
6674.958 9.499e-18
6676.1333 9.218480000000001e-18
6677.3091 7.74812e-18
6678.4849 8.232980000000001e-18
6679.6602 8.72917e-18
6680.8359 8.21124e-18
6682.0117 8.41185e-18
6683.1875 7.71199e-18
6684.3633 7.34251e-18
6685.5391 7.336620000000001e-18
6686.7153 8.38404e-18
6687.8911 8.35603e-18
6689.0669 7.3916e-18
6690.2427 8.053090000000001e-18
6691.4189 7.485420000000001e-18
6692.5947 8.20568e-18
6693.771 7.143430000000001e-18
6694.9468 7.917990000000001e-18
6696.123 6.89184e-18
6697.2993 8.285850000000001e-18
6698.4751 8.26819e-18
6699.6514 9.63534e-18
6700.8276 6.951530000000001e-18
6702.0039 7.554070000000001e-18
6703.1802 8.089880000000001e-18
6704.3564 8.11637e-18
6705.5332 8.86676e-18
6706.7095 6.770210000000001e-18
6707.8857 7.855e-18
6709.062 8.69181e-18
6710.2388 8.851320000000001e-18
6711.415 7.36879e-18
6712.5918 6.4559900000000004e-18
6713.7681 8.34474e-18
6714.9448 6.06056e-18
6716.1216 7.92803e-18
6717.2983 6.631040000000001e-18
6718.4751 8.1065e-18
6719.6514 6.912120000000001e-18
6720.8286 6.183040000000001e-18
6722.0049 7.125750000000001e-18
6723.1821 7.06304e-18
6724.3589 6.294200000000001e-18
6725.5356 6.627070000000001e-18
6726.7124 6.203660000000001e-18
6727.8896 5.948400000000001e-18
6729.0664 7.35071e-18
6730.2437 6.73027e-18
6731.4204 7.26116e-18
6732.5977 5.64329e-18
6733.7749 6.457900000000001e-18
6734.9517 7.38244e-18
6736.1289 6.27915e-18
6737.3062 8.367910000000001e-18
6738.4834 6.697030000000001e-18
6739.6606 6.531100000000001e-18
6740.8379 5.9791700000000005e-18
6742.0151 5.929410000000001e-18
6743.1924 6.1216000000000006e-18
6744.3696 7.70357e-18
6745.5474 7.173510000000001e-18
6746.7246 6.80797e-18
6747.9023 6.131590000000001e-18
6749.0796 6.3857900000000006e-18
6750.2573 6.553260000000001e-18
6751.4346 6.31057e-18
6752.6123 6.083920000000001e-18
6753.79 5.89733e-18
6754.9673 5.361280000000001e-18
6756.145 7.23446e-18
6757.3228 6.0666300000000005e-18
6758.5005 6.147760000000001e-18
6759.6782 5.566870000000001e-18
6760.856 5.471520000000001e-18
6762.0337 6.95051e-18
6763.2119 5.9778100000000004e-18
6764.3896 6.7378900000000004e-18
6765.5674 5.192200000000001e-18
6766.7456 4.67675e-18
6767.9233 5.971710000000001e-18
6769.1016 5.5636500000000004e-18
6770.2793 4.65349e-18
6771.4575 6.585180000000001e-18
6772.6357 5.79064e-18
6773.8135 4.8633800000000004e-18
6774.9917 5.914190000000001e-18
6776.1699 6.6606600000000006e-18
6777.3481 6.607700000000001e-18
6778.5264 5.9701e-18
6779.7046 6.458820000000001e-18
6780.8828 6.328640000000001e-18
6782.0615 4.94871e-18
6783.2397 3.84882e-18
6784.418 4.616740000000001e-18
6785.5962 6.999230000000001e-18
6786.7749 7.052280000000001e-18
6787.9531 6.3246500000000005e-18
6789.1318 6.629920000000001e-18
6790.3105 6.3351200000000005e-18
6791.4888 5.72609e-18
6792.6675 6.189500000000001e-18
6793.8462 6.785670000000001e-18
6795.0249 5.858440000000001e-18
6796.2036 6.14962e-18
6797.3823 6.20895e-18
6798.561 5.9758500000000004e-18
6799.7397 5.36939e-18
6800.9185 5.63987e-18
6802.0972 6.032740000000001e-18
6803.2759 6.664780000000001e-18
6804.4551 5.6415800000000006e-18
6805.6338 6.192000000000001e-18
6806.813 6.31659e-18
6807.9917 5.00724e-18
6809.1709 6.43627e-18
6810.3501 6.53592e-18
6811.5288 5.8483100000000004e-18
6812.708 5.550790000000001e-18
6813.8872 5.89878e-18
6815.0664 6.2020600000000006e-18
6816.2456 5.6070500000000005e-18
6817.4248 6.7766900000000006e-18
6818.604 5.866690000000001e-18
6819.7832 4.8338000000000004e-18
6820.9624 6.5894300000000005e-18
6822.1416 6.48875e-18
6823.3213 6.97097e-18
6824.5005 6.774310000000001e-18
6825.6802 3.51023e-18
6826.8594 4.62794e-18
6828.0391 4.87348e-18
6829.2183 6.317790000000001e-18
6830.3979 7.06714e-18
6831.5776 6.16327e-18
6832.7573 4.046830000000001e-18
6833.9365 7.22313e-18
6835.1162 5.49186e-18
6836.2959 4.2771200000000004e-18
6837.4756 6.84974e-18
6838.6553 6.450580000000001e-18
6839.835 4.5801400000000005e-18
6841.0151 6.1646e-18
6842.1948 5.4908400000000006e-18
6843.3745 4.23569e-18
6844.5547 6.6000800000000006e-18
6845.7344 6.508190000000001e-18
6846.9146 6.514920000000001e-18
6848.0942 6.6076e-18
6849.2744 5.514840000000001e-18
6850.4541 6.848680000000001e-18
6851.6343 4.86223e-18
6852.8145 6.1074500000000006e-18
6853.9946 
6855.1748 
6856.355 
6857.5352 5.74323e-18
6858.7153 5.552540000000001e-18
6859.8955 6.0603100000000005e-18
6861.0757 6.498550000000001e-18
6862.2559 6.05546e-18
6863.4365 5.78249e-18
6864.6167 4.1732200000000005e-18
6865.7974 7.451550000000001e-18
6866.9775 7.787680000000001e-18
6868.1582 6.05115e-18
6869.3384 4.8992100000000006e-18
6870.519 5.14751e-18
6871.6997 5.919860000000001e-18
6872.8804 4.703220000000001e-18
6874.061 6.05477e-18
6875.2412 5.37877e-18
6876.4219 6.605590000000001e-18
6877.6025 6.750750000000001e-18
6878.7832 6.26957e-18
6879.9644 7.09088e-18
6881.145 6.73362e-18
6882.3257 6.769240000000001e-18
6883.5068 7.596910000000001e-18
6884.6875 5.37432e-18
6885.8682 5.66257e-18
6887.0493 7.783180000000001e-18
6888.23 6.444500000000001e-18
6889.4111 4.8434100000000005e-18
6890.5923 5.969870000000001e-18
6891.7729 8.278200000000001e-18
6892.9541 4.93717e-18
6894.1353 5.8265600000000005e-18
6895.3164 6.3529200000000006e-18
6896.4976 5.7107700000000005e-18
6897.6787 7.51727e-18
6898.8599 6.459830000000001e-18
6900.041 6.34175e-18
6901.2222 3.93471e-18
6902.4033 6.5142500000000006e-18
6903.585 4.777390000000001e-18
6904.7661 4.53037e-18
6905.9473 6.0718500000000006e-18
6907.1289 7.013590000000001e-18
6908.3101 5.2923400000000005e-18
6909.4917 5.35892e-18
6910.6733 6.1862800000000005e-18
6911.8545 6.6231300000000006e-18
6913.0361 5.486590000000001e-18
6914.2178 6.0987600000000005e-18
6915.3994 5.349350000000001e-18
6916.5811 5.39129e-18
6917.7627 6.122370000000001e-18
6918.9443 8.801820000000001e-18
6920.126 5.110500000000001e-18
6921.3076 5.79073e-18
6922.4893 7.058810000000001e-18
6923.6714 4.94928e-18
6924.853 4.9348700000000006e-18
6926.0347 7.76089e-18
6927.2168 5.7684700000000006e-18
6928.3984 6.68079e-18
6929.5806 5.783950000000001e-18
6930.7622 5.90021e-18
6931.9443 5.56042e-18
6933.1265 6.0687100000000004e-18
6934.3086 5.24702e-18
6935.4902 6.6224200000000005e-18
6936.6724 5.09013e-18
6937.8545 7.61291e-18
6939.0366 6.08302e-18
6940.2188 4.3115900000000005e-18
6941.4009 6.5518100000000006e-18
6942.5835 7.34738e-18
6943.7656 6.8387000000000004e-18
6944.9478 6.07978e-18
6946.1299 8.45997e-18
6947.3125 6.02297e-18
6948.4946 6.423340000000001e-18
6949.6772 5.9920800000000004e-18
6950.8594 6.84992e-18
6952.042 4.5663e-18
6953.2246 4.31875e-18
6954.4072 4.897190000000001e-18
6955.5894 5.5838e-18
6956.772 5.61581e-18
6957.9546 4.57279e-18
6959.1372 5.8416600000000005e-18
6960.3198 5.801220000000001e-18
6961.5024 6.122100000000001e-18
6962.6851 6.44751e-18
6963.8677 5.2543600000000006e-18
6965.0508 6.56069e-18
6966.2334 6.99291e-18
6967.416 6.69657e-18
6968.5991 4.352790000000001e-18
6969.7817 6.401600000000001e-18
6970.9648 4.1865100000000005e-18
6972.1475 6.943930000000001e-18
6973.3306 4.60324e-18
6974.5132 5.401860000000001e-18
6975.6963 6.087120000000001e-18
6976.8794 4.71831e-18
6978.0625 5.69354e-18
6979.2456 6.196390000000001e-18
6980.4287 5.770480000000001e-18
6981.6118 4.8120200000000005e-18
6982.7949 6.1953000000000005e-18
6983.978 6.9343500000000004e-18
6985.1611 6.704020000000001e-18
6986.3442 5.5123e-18
6987.5278 7.331100000000001e-18
6988.7109 6.35551e-18
6989.894 5.93444e-18
6991.0776 6.467430000000001e-18
6992.2607 5.81251e-18
6993.4443 5.591700000000001e-18
6994.6279 7.995290000000001e-18
6995.811 5.9676600000000005e-18
6996.9946 5.2145e-18
6998.1782 6.235310000000001e-18
6999.3618 6.2689900000000006e-18
7000.5449 5.182290000000001e-18
7001.7285 5.3545800000000005e-18
7002.9121 4.6357100000000004e-18
7004.0957 5.58535e-18
7005.2793 6.3132900000000004e-18
7006.4634 5.81628e-18
7007.647 6.051250000000001e-18
7008.8306 6.845920000000001e-18
7010.0142 6.103710000000001e-18
7011.1982 5.63296e-18
7012.3818 5.964740000000001e-18
7013.5659 5.73786e-18
7014.7495 6.610310000000001e-18
7015.9336 6.74947e-18
7017.1172 5.873310000000001e-18
7018.3013 6.8838e-18
7019.4854 5.90436e-18
7020.6694 6.823350000000001e-18
7021.8535 7.0221e-18
7023.0371 6.2668900000000004e-18
7024.2212 6.623060000000001e-18
7025.4053 7.005340000000001e-18
7026.5898 6.6550000000000004e-18
7027.7739 6.524510000000001e-18
7028.958 5.8991300000000004e-18
7030.1421 6.1637000000000006e-18
7031.3262 5.062940000000001e-18
7032.5107 6.148710000000001e-18
7033.6948 6.0463400000000004e-18
7034.8794 6.559280000000001e-18
7036.0635 4.7073800000000006e-18
7037.248 5.749210000000001e-18
7038.4321 6.274030000000001e-18
7039.6167 7.438250000000001e-18
7040.8013 7.07796e-18
7041.9854 6.49738e-18
7043.1699 6.49302e-18
7044.3545 5.930210000000001e-18
7045.5391 5.90694e-18
7046.7236 5.0129000000000005e-18
7047.9082 3.7964700000000006e-18
7049.0928 6.559870000000001e-18
7050.2773 5.72359e-18
7051.4619 6.7369100000000005e-18
7052.647 4.76818e-18
7053.8315 5.27214e-18
7055.0161 5.493560000000001e-18
7056.2012 5.862240000000001e-18
7057.3857 6.11998e-18
7058.5708 6.202770000000001e-18
7059.7554 3.91491e-18
7060.9404 5.83342e-18
7062.125 5.237150000000001e-18
7063.3101 6.0190100000000006e-18
7064.4951 5.3674900000000004e-18
7065.6802 5.066680000000001e-18
7066.8652 6.2876e-18
7068.0503 6.6718500000000004e-18
7069.2349 6.230830000000001e-18
7070.4204 6.1250200000000004e-18
7071.6055 6.175950000000001e-18
7072.7905 5.5916500000000006e-18
7073.9756 6.3905100000000005e-18
7075.1606 6.26058e-18
7076.3457 5.59858e-18
7077.5312 5.733480000000001e-18
7078.7163 4.7124000000000004e-18
7079.9019 6.434500000000001e-18
7081.0869 5.0314e-18
7082.2725 5.746120000000001e-18
7083.4575 5.60522e-18
7084.6431 4.3591e-18
7085.8286 5.2733500000000005e-18
7087.0137 3.95023e-18
7088.1992 4.79646e-18
7089.3848 3.5016100000000004e-18
7090.5703 4.734020000000001e-18
7091.7559 5.364930000000001e-18
7092.9414 4.86443e-18
7094.127 4.5416000000000005e-18
7095.3125 4.8852400000000005e-18
7096.498 5.494220000000001e-18
7097.6841 5.262070000000001e-18
7098.8696 5.3108800000000005e-18
7100.0552 4.93699e-18
7101.2412 5.169060000000001e-18
7102.4268 5.8867900000000004e-18
7103.6123 4.9671500000000006e-18
7104.7983 6.588590000000001e-18
7105.9839 6.284290000000001e-18
7107.1699 5.21061e-18
7108.356 5.511420000000001e-18
7109.542 5.63065e-18
7110.7275 5.9835600000000005e-18
7111.9136 6.0117200000000004e-18
7113.0996 6.28731e-18
7114.2856 4.836280000000001e-18
7115.4717 5.99505e-18
7116.6577 5.55802e-18
7117.8438 4.1675800000000006e-18
7119.0298 5.1515100000000004e-18
7120.2158 3.95729e-18
7121.4023 4.94586e-18
7122.5884 5.7694500000000005e-18
7123.7744 4.66043e-18
7124.9609 4.3649000000000006e-18
7126.147 5.80156e-18
7127.3335 5.64305e-18
7128.5195 6.289600000000001e-18
7129.7061 5.9902700000000004e-18
7130.8921 5.3165500000000004e-18
7132.0786 4.43958e-18
7133.2651 4.77999e-18
7134.4517 3.68692e-18
7135.6377 4.037130000000001e-18
7136.8242 4.8834000000000005e-18
7138.0107 5.9750500000000004e-18
7139.1973 5.2971700000000006e-18
7140.3838 5.395900000000001e-18
7141.5703 6.168050000000001e-18
7142.7573 6.2787500000000006e-18
7143.9438 3.3762e-18
7145.1304 5.3820500000000006e-18
7146.3169 5.247120000000001e-18
7147.5039 5.41381e-18
7148.6904 4.33412e-18
7149.877 4.22056e-18
7151.064 5.51224e-18
7152.2505 5.097590000000001e-18
7153.4375 4.89941e-18
7154.6245 5.875120000000001e-18
7155.811 6.5120000000000005e-18
7156.998 5.04492e-18
7158.1851 4.4410900000000005e-18
7159.3721 5.08459e-18
7160.5591 4.11235e-18
7161.7456 4.615380000000001e-18
7162.9331 4.98799e-18
7164.1201 4.96072e-18
7165.3071 5.451640000000001e-18
7166.4941 5.3226900000000004e-18
7167.6812 6.616180000000001e-18
7168.8682 5.38966e-18
7170.0552 5.733430000000001e-18
7171.2427 5.30822e-18
7172.4297 5.8225000000000004e-18
7173.6167 4.919080000000001e-18
7174.8042 5.317250000000001e-18
7175.9917 5.607040000000001e-18
7177.1787 5.2225000000000005e-18
7178.3662 6.5657300000000004e-18
7179.5532 4.864290000000001e-18
7180.7407 5.25399e-18
7181.9282 5.5556400000000004e-18
7183.1157 5.78498e-18
7184.3032 6.934300000000001e-18
7185.4902 6.105220000000001e-18
7186.6777 5.565510000000001e-18
7187.8652 5.0856700000000006e-18
7189.0527 6.414320000000001e-18
7190.2407 6.37714e-18
7191.4282 5.28419e-18
7192.6157 5.3102000000000004e-18
7193.8032 5.43858e-18
7194.9907 5.38034e-18
7196.1787 5.739830000000001e-18
7197.3662 5.41846e-18
7198.5542 6.998460000000001e-18
7199.7417 5.6759700000000005e-18
7200.9297 5.1213900000000006e-18
7202.1172 5.929380000000001e-18
7203.3052 4.22571e-18
7204.4927 6.88994e-18
7205.6807 5.4896600000000004e-18
7206.8687 5.5645700000000004e-18
7208.0566 5.59665e-18
7209.2446 5.1859200000000005e-18
7210.4326 6.0984000000000006e-18
7211.6206 6.0471100000000005e-18
7212.8086 5.6206700000000005e-18
7213.9966 6.35964e-18
7215.1846 5.6434200000000006e-18
7216.3726 5.78157e-18
7217.5605 6.5005e-18
7218.7485 5.8076600000000006e-18
7219.937 6.3736900000000005e-18
7221.125 6.27434e-18
7222.313 6.19148e-18
7223.5015 5.61682e-18
7224.6895 5.834950000000001e-18
7225.8779 5.3016800000000006e-18
7227.0659 6.0151600000000004e-18
7228.2544 5.00855e-18
7229.4429 6.4393100000000006e-18
7230.6309 6.059290000000001e-18
7231.8193 5.63471e-18
7233.0078 5.527560000000001e-18
7234.1963 6.8605300000000006e-18
7235.3848 5.943590000000001e-18
7236.5732 7.392390000000001e-18
7237.7617 5.6366600000000005e-18
7238.9502 1.83416e-18
7240.1387 1.05711e-17
7241.3271 9.089500000000001e-18
7242.5156 6.486380000000001e-18
7243.7041 7.54805e-18
7244.8931 5.815490000000001e-18
7246.0815 5.052080000000001e-18
7247.27 4.95373e-18
7248.459 6.3711700000000004e-18
7249.6475 6.4856500000000006e-18
7250.8364 7.334470000000001e-18
7252.0249 6.07174e-18
7253.2139 7.78729e-18
7254.4028 5.60641e-18
7255.5913 6.679700000000001e-18
7256.7803 6.95558e-18
7257.9692 7.37496e-18
7259.1582 6.814180000000001e-18
7260.3467 6.31051e-18
7261.5356 6.790710000000001e-18
7262.7246 5.844860000000001e-18
7263.9136 6.8548400000000004e-18
7265.1025 6.0548500000000006e-18
7266.2915 7.16659e-18
7267.481 6.603330000000001e-18
7268.6699 7.515870000000001e-18
7269.8589 6.68835e-18
7271.0479 8.67086e-18
7272.2373 8.85899e-18
7273.4263 7.41581e-18
7274.6157 1.3351e-17
7275.8047 4.522220000000001e-18
7276.9941 6.3006800000000004e-18
7278.1831 7.07989e-18
7279.3726 5.5966100000000005e-18
7280.5615 5.152300000000001e-18
7281.751 5.098480000000001e-18
7282.9404 7.38856e-18
7284.1294 6.85182e-18
7285.3188 8.60613e-18
7286.5083 6.73095e-18
7287.6978 6.26236e-18
7288.8872 8.192220000000001e-18
7290.0767 7.07603e-18
7291.2661 8.54238e-18
7292.4556 6.09818e-18
7293.645 7.51442e-18
7294.8345 6.573810000000001e-18
7296.0244 7.43835e-18
7297.2139 5.802220000000001e-18
7298.4033 6.503210000000001e-18
7299.5933 8.7496e-18
7300.7827 6.7839300000000005e-18
7301.9727 8.243440000000001e-18
7303.1621 5.80779e-18
7304.3521 4.6244900000000006e-18
7305.5415 7.53914e-18
7306.7314 5.995720000000001e-18
7307.9214 6.8556100000000005e-18
7309.1108 5.0556200000000005e-18
7310.3008 6.252e-18
7311.4907 6.62317e-18
7312.6807 8.43578e-18
7313.8706 8.329180000000001e-18
7315.0601 8.75616e-18
7316.2505 8.19108e-18
7317.4404 8.065490000000001e-18
7318.6304 6.64655e-18
7319.8203 8.98854e-18
7321.0103 7.663500000000001e-18
7322.2002 7.859770000000001e-18
7323.3901 8.141920000000001e-18
7324.5806 7.5032e-18
7325.7705 8.0231e-18
7326.9604 9.14814e-18
7328.1509 8.8012e-18
7329.3408 6.99587e-18
7330.5312 8.835240000000001e-18
7331.7212 9.544530000000001e-18
7332.9116 6.639880000000001e-18
7334.1016 8.678600000000001e-18
7335.292 7.849040000000001e-18
7336.4824 7.14914e-18
7337.6729 6.392070000000001e-18
7338.8633 8.026140000000001e-18
7340.0532 7.97378e-18
7341.2437 6.143400000000001e-18
7342.4341 6.5627000000000005e-18
7343.6245 8.98704e-18
7344.8149 7.773250000000001e-18
7346.0054 7.94832e-18
7347.1958 7.503340000000001e-18
7348.3867 7.828910000000001e-18
7349.5771 8.477620000000001e-18
7350.7676 8.319200000000001e-18
7351.958 8.23937e-18
7353.1489 6.967190000000001e-18
7354.3394 7.01909e-18
7355.5298 1.06177e-17
7356.7207 1.04337e-17
7357.9111 6.95933e-18
7359.1021 8.9896e-18
7360.2925 1.02462e-17
7361.4834 6.900780000000001e-18
7362.6743 7.70375e-18
7363.8652 7.030090000000001e-18
7365.0557 7.947650000000001e-18
7366.2466 8.672610000000001e-18
7367.4375 1.10295e-17
7368.6284 7.20716e-18
7369.8193 5.204630000000001e-18
7371.0103 9.649090000000001e-18
7372.2012 9.487390000000001e-18
7373.3921 5.930740000000001e-18
7374.583 7.013170000000001e-18
7375.7739 6.978540000000001e-18
7376.9648 7.30158e-18
7378.1558 8.343480000000001e-18
7379.3472 8.430340000000001e-18
7380.5381 7.60506e-18
7381.729 9.110300000000002e-18
7382.9204 9.00147e-18
7384.1113 8.515600000000001e-18
7385.3027 7.10298e-18
7386.4937 8.57397e-18
