                                                                     
   wavelen         flux     sky_flux     flux_unc  xpixel    ypixel     response   flag 
   6853.9946          NaN  2.34001e-17  7.64968e-19    1255   439.985  2.55899e+16  0.888 
   6855.1748          NaN  2.33435e-17  7.72083e-19    1256   439.986  2.56040e+16  0.888 
   6856.3550          NaN  2.42044e-17  7.77235e-19    1257   439.988  2.56189e+16  0.888 
   6857.5352  5.74323e-18  3.08494e-17  8.49965e-19    1258   439.990  2.56117e+16  0.666 
   6858.7153  5.55254e-18  4.83331e-17  1.01810e-18    1259   439.991  2.55768e+16  0.555 
   6859.8955  6.06031e-18  7.51016e-17  1.23813e-18    1260   439.993  2.55332e+16  0     
   6861.0757  6.49855e-18  1.02851e-16  1.43524e-18    1261   439.995  2.53422e+16  0     
   6862.2559  6.05546e-18  1.23165e-16  1.57290e-18    1262   439.996  2.48322e+16  0     
   6863.4365  5.78249e-18  1.34756e-16  1.66806e-18    1263   439.998  2.39835e+16  0     
   6864.6167  4.17322e-18  1.33412e-16  1.69340e-18    1264   440.000  2.28237e+16  0     
   6865.7974  7.45155e-18  1.16597e-16  1.66495e-18    1265   440.001  2.13921e+16  0     
   6866.9775  7.78768e-18  9.27526e-17  1.55606e-18    1266   440.003  2.00475e+16  0     
   6868.1582  6.05115e-18  7.17251e-17  1.41192e-18    1267   440.005  1.91122e+16  0     
   6869.3384  4.89921e-18  5.76438e-17  1.29041e-18    1268   440.006  1.86751e+16  0     
   6870.5190  5.14751e-18  4.86820e-17  1.20646e-18    1269   440.008  1.85991e+16  0     
   6871.6997  5.91986e-18  4.28321e-17  1.14636e-18    1270   440.010  1.87945e+16  0     
   6872.8804  4.70322e-18  3.69581e-17  1.05659e-18    1271   440.011  1.91481e+16  0     
   6874.0610  6.05477e-18  3.24185e-17  1.00510e-18    1272   440.013  1.96469e+16  0     
   6875.2412  5.37877e-18  2.99960e-17  9.52707e-19    1273   440.015  2.02227e+16  0     
   6876.4219  6.60559e-18  3.07988e-17  9.60376e-19    1274   440.016  2.08549e+16  0     
   6877.6025  6.75075e-18  3.41121e-17  9.82397e-19    1275   440.018  2.15274e+16  0     
   6878.7832  6.26957e-18  3.61115e-17  9.84165e-19    1276   440.020  2.21241e+16  0     
   6879.9644  7.09088e-18  3.75765e-17  9.96943e-19    1277   440.021  2.25882e+16  0     
   6881.1450  6.73362e-18  3.83889e-17  9.95866e-19    1278   440.023  2.28305e+16  0     
   6882.3257  6.76924e-18  3.67969e-17  9.79593e-19    1279   440.025  2.28434e+16  0     
   6883.5068  7.59691e-18  3.70094e-17  9.95775e-19    1280   440.027  2.26108e+16  0     
   6884.6875  5.37432e-18  3.89627e-17  9.98916e-19    1281   440.028  2.23635e+16  0     
   6885.8682  5.66257e-18  4.27739e-17  1.04421e-18    1282   440.030  2.22169e+16  0     
   6887.0493  7.78318e-18  4.58226e-17  1.09614e-18    1283   440.032  2.21577e+16  0     
   6888.2300  6.44450e-18  4.83395e-17  1.10659e-18    1284   440.033  2.21846e+16  0     
   6889.4111  4.84341e-18  4.84170e-17  1.09292e-18    1285   440.035  2.21546e+16  0     
   6890.5923  5.96987e-18  4.54483e-17  1.07491e-18    1286   440.037  2.21644e+16  0     
   6891.7729  8.27820e-18  3.90481e-17  1.03254e-18    1287   440.038  2.22382e+16  0     
   6892.9541  4.93717e-18  3.38978e-17  9.38979e-19    1288   440.040  2.24159e+16  0     
   6894.1353  5.82656e-18  3.07015e-17  9.10347e-19    1289   440.042  2.25468e+16  0     
   6895.3164  6.35292e-18  3.14200e-17  9.22278e-19    1290   440.043  2.26366e+16  0     
   6896.4976  5.71077e-18  3.56786e-17  9.59846e-19    1291   440.045  2.27103e+16  0     
   6897.6787  7.51727e-18  4.09208e-17  1.02924e-18    1292   440.047  2.28235e+16  0     
   6898.8599  6.45983e-18  4.57254e-17  1.06191e-18    1293   440.048  2.29691e+16  0     
   6900.0410  6.34175e-18  4.78731e-17  1.07734e-18    1294   440.050  2.31162e+16  0     
   6901.2222  3.93471e-18  4.70079e-17  1.04384e-18    1295   440.052  2.32256e+16  0     
   6902.4033  6.51425e-18  4.16597e-17  1.01383e-18    1296   440.053  2.33644e+16  0     
   6903.5850  4.77739e-18  3.59257e-17  9.34498e-19    1297   440.055  2.35254e+16  0     
   6904.7661  4.53037e-18  3.07528e-17  8.73360e-19    1298   440.057  2.36343e+16  0     
   6905.9473  6.07185e-18  2.84215e-17  8.61929e-19    1299   440.059  2.37611e+16  0     
   6907.1289  7.01359e-18  3.04848e-17  8.91020e-19    1300   440.060  2.39688e+16  0     
   6908.3101  5.29234e-18  3.72326e-17  9.39238e-19    1301   440.062  2.41915e+16  0     
   6909.4917  5.35892e-18  4.60159e-17  1.02289e-18    1302   440.064  2.43053e+16  0     
   6910.6733  6.18628e-18  5.22368e-17  1.08463e-18    1303   440.065  2.43858e+16  0     
   6911.8545  6.62313e-18  5.46371e-17  1.10553e-18    1304   440.067  2.45392e+16  0     
   6913.0361  5.48659e-18  5.36527e-17  1.08286e-18    1305   440.069  2.47290e+16  0     
   6914.2178  6.09876e-18  4.77147e-17  1.03281e-18    1306   440.070  2.48642e+16  0     
   6915.3994  5.34935e-18  3.95549e-17  9.46356e-19    1307   440.072  2.49993e+16  0     
   6916.5811  5.39129e-18  3.47925e-17  8.97330e-19    1308   440.074  2.50847e+16  0     
   6917.7627  6.12237e-18  3.80669e-17  9.35838e-19    1309   440.075  2.51738e+16  0     
   6918.9443  8.80182e-18  5.03031e-17  1.07097e-18    1310   440.077  2.52388e+16  0     
   6920.1260  5.11050e-18  6.35524e-17  1.14701e-18    1311   440.079  2.53610e+16  0     
   6921.3076  5.79073e-18  7.55859e-17  1.24399e-18    1312   440.081  2.53642e+16  0     
   6922.4893  7.05881e-18  7.97804e-17  1.28181e-18    1313   440.082  2.54265e+16  0     
   6923.6714  4.94928e-18  7.82843e-17  1.25229e-18    1314   440.084  2.55695e+16  0     
   6924.8530  4.93487e-18  6.71474e-17  1.16524e-18    1315   440.086  2.57231e+16  0     
   6926.0347  7.76089e-18  5.17718e-17  1.06207e-18    1316   440.087  2.58081e+16  0     
   6927.2168  5.76847e-18  3.97642e-17  9.35396e-19    1317   440.089  2.58601e+16  0     
   6928.3984  6.68079e-18  3.10753e-17  8.59613e-19    1318   440.091  2.57569e+16  0     
   6929.5806  5.78395e-18  2.65283e-17  8.02787e-19    1319   440.092  2.56334e+16  0     
   6930.7622  5.90021e-18  2.39341e-17  7.73540e-19    1320   440.094  2.56858e+16  0     
   6931.9443  5.56042e-18  2.32615e-17  7.59456e-19    1321   440.096  2.58207e+16  0     
   6933.1265  6.06871e-18  2.46111e-17  7.80069e-19    1322   440.098  2.58817e+16  0     
   6934.3086  5.24702e-18  2.84970e-17  8.13020e-19    1323   440.099  2.59649e+16  0     
   6935.4902  6.62242e-18  3.54024e-17  8.98260e-19    1324   440.101  2.60183e+16  0     
   6936.6724  5.09013e-18  4.18927e-17  9.45157e-19    1325   440.103  2.60667e+16  0     
   6937.8545  7.61291e-18  4.67309e-17  1.01051e-18    1326   440.104  2.61372e+16  0     
   6939.0366  6.08302e-18  4.90702e-17  1.01706e-18    1327   440.106  2.61626e+16  0     
   6940.2188  4.31159e-18  4.83805e-17  9.96038e-19    1328   440.108  2.61319e+16  0     
   6941.4009  6.55181e-18  4.22042e-17  9.59790e-19    1329   440.110  2.61629e+16  0     
   6942.5835  7.34738e-18  3.82761e-17  9.28109e-19    1330   440.111  2.62875e+16  0     
   6943.7656  6.83870e-18  4.28721e-17  9.63765e-19    1331   440.113  2.64081e+16  0     
   6944.9478  6.07978e-18  5.52759e-17  1.06241e-18    1332   440.115  2.65034e+16  0     
   6946.1299  8.45997e-18  6.90164e-17  1.18613e-18    1333   440.116  2.65652e+16  0     
   6947.3125  6.02297e-18  8.06065e-17  1.25087e-18    1334   440.118  2.65938e+16  0     
   6948.4946  6.42334e-18  8.57889e-17  1.28867e-18    1335   440.120  2.66122e+16  0     
   6949.6772  5.99208e-18  8.33908e-17  1.26893e-18    1336   440.122  2.66321e+16  0     
   6950.8594  6.84992e-18  7.14304e-17  1.18999e-18    1337   440.123  2.66523e+16  0     
   6952.0420  4.56630e-18  5.65508e-17  1.05691e-18    1338   440.125  2.66724e+16  0     
   6953.2246  4.31875e-18  4.36227e-17  9.42162e-19    1339   440.127  2.66920e+16  0     
   6954.4072  4.89719e-18  3.41999e-17  8.56551e-19    1340   440.128  2.67119e+16  0     
   6955.5894  5.58380e-18  3.05696e-17  8.25917e-19    1341   440.130  2.67308e+16  0     
   6956.7720  5.61581e-18  2.76030e-17  7.94269e-19    1342   440.132  2.67483e+16  0     
   6957.9546  4.57279e-18  2.67676e-17  7.73271e-19    1343   440.134  2.67649e+16  0     
   6959.1372  5.84166e-18  2.59490e-17  7.78016e-19    1344   440.135  2.67821e+16  0     
   6960.3198  5.80122e-18  2.54254e-17  7.71465e-19    1345   440.137  2.67987e+16  0     
   6961.5024  6.12210e-18  2.58804e-17  7.79855e-19    1346   440.139  2.68143e+16  0     
   6962.6851  6.44751e-18  2.57532e-17  7.81776e-19    1347   440.141  2.68314e+16  0     
   6963.8677  5.25436e-18  2.73752e-17  7.86200e-19    1348   440.142  2.68497e+16  0     
   6965.0508  6.56069e-18  3.04147e-17  8.32184e-19    1349   440.144  2.68682e+16  0     
   6966.2334  6.99291e-18  3.45977e-17  8.78347e-19    1350   440.146  2.68864e+16  0     
   6967.4160  6.69657e-18  3.77397e-17  9.05483e-19    1351   440.147  2.69047e+16  0     
   6968.5991  4.35279e-18  4.06438e-17  9.10455e-19    1352   440.149  2.69234e+16  0     
   6969.7817  6.40160e-18  4.02668e-17  9.25771e-19    1353   440.151  2.69418e+16  0     
   6970.9648  4.18651e-18  3.92854e-17  8.95282e-19    1354   440.153  2.69605e+16  0     
   6972.1475  6.94393e-18  3.81367e-17  9.10228e-19    1355   440.154  2.69800e+16  0     
   6973.3306  4.60324e-18  4.00428e-17  9.05772e-19    1356   440.156  2.69996e+16  0     
   6974.5132  5.40186e-18  4.66853e-17  9.73289e-19    1357   440.158  2.70191e+16  0     
   6975.6963  6.08712e-18  5.45066e-17  1.04510e-18    1358   440.160  2.70384e+16  0     
   6976.8794  4.71831e-18  6.03773e-17  1.08095e-18    1359   440.161  2.70575e+16  0     
   6978.0625  5.69354e-18  6.20076e-17  1.10099e-18    1360   440.163  2.70758e+16  0     
   6979.2456  6.19639e-18  5.88954e-17  1.08015e-18    1361   440.165  2.70940e+16  0     
   6980.4287  5.77048e-18  5.07647e-17  1.00984e-18    1362   440.167  2.71128e+16  0     
   6981.6118  4.81202e-18  4.13584e-17  9.17680e-19    1363   440.168  2.71327e+16  0     
   6982.7949  6.19530e-18  3.36009e-17  8.56024e-19    1364   440.170  2.71534e+16  0     
   6983.9780  6.93435e-18  2.88031e-17  8.14251e-19    1365   440.172  2.71750e+16  0     
   6985.1611  6.70402e-18  2.63714e-17  7.85558e-19    1366   440.173  2.71974e+16  0     
   6986.3442  5.51230e-18  2.50206e-17  7.57179e-19    1367   440.175  2.72191e+16  0     
   6987.5278  7.33110e-18  2.46825e-17  7.73317e-19    1368   440.177  2.72394e+16  0     
   6988.7109  6.35551e-18  2.41318e-17  7.56045e-19    1369   440.179  2.72600e+16  0     
   6989.8940  5.93444e-18  2.40344e-17  7.49885e-19    1370   440.180  2.72808e+16  0     
   6991.0776  6.46743e-18  2.33471e-17  7.47815e-19    1371   440.182  2.73022e+16  0     
   6992.2607  5.81251e-18  2.30316e-17  7.36415e-19    1372   440.184  2.73235e+16  0     
   6993.4443  5.59170e-18  2.36160e-17  7.40272e-19    1373   440.186  2.73447e+16  0     
   6994.6279  7.99529e-18  2.38097e-17  7.69062e-19    1374   440.187  2.73668e+16  0     
   6995.8110  5.96766e-18  2.42287e-17  7.50807e-19    1375   440.189  2.73904e+16  0     
   6996.9946  5.21450e-18  2.48789e-17  7.49288e-19    1376   440.191  2.74142e+16  0     
   6998.1782  6.23531e-18  2.65090e-17  7.78223e-19    1377   440.193  2.74381e+16  0     
   6999.3618  6.26899e-18  2.84979e-17  7.99478e-19    1378   440.194  2.74614e+16  0     
   7000.5449  5.18229e-18  3.07756e-17  8.11575e-19    1379   440.196  2.74843e+16  0     
   7001.7285  5.35458e-18  3.26029e-17  8.31677e-19    1380   440.198  2.75081e+16  0     
   7002.9121  4.63571e-18  3.29276e-17  8.27269e-19    1381   440.200  2.75335e+16  0     
   7004.0957  5.58535e-18  3.23053e-17  8.30187e-19    1382   440.201  2.75584e+16  0     
   7005.2793  6.31329e-18  3.14214e-17  8.28217e-19    1383   440.203  2.75826e+16  0     
   7006.4634  5.81628e-18  3.23686e-17  8.32386e-19    1384   440.205  2.76058e+16  0     
   7007.6470  6.05125e-18  3.41015e-17  8.51601e-19    1385   440.207  2.76288e+16  0     
   7008.8306  6.84592e-18  3.63101e-17  8.80265e-19    1386   440.208  2.76515e+16  0     
   7010.0142  6.10371e-18  3.89449e-17  8.97692e-19    1387   440.210  2.76743e+16  0     
   7011.1982  5.63296e-18  3.97566e-17  9.00486e-19    1388   440.212  2.76960e+16  0     
   7012.3818  5.96474e-18  3.73596e-17  8.80758e-19    1389   440.214  2.77167e+16  0     
   7013.5659  5.73786e-18  3.33761e-17  8.39561e-19    1390   440.215  2.77367e+16  0     
   7014.7495  6.61031e-18  2.80035e-17  7.93255e-19    1391   440.217  2.77569e+16  0     
   7015.9336  6.74947e-18  2.46196e-17  7.58058e-19    1392   440.219  2.77782e+16  0     
   7017.1172  5.87331e-18  2.27485e-17  7.26920e-19    1393   440.221  2.77999e+16  0     
   7018.3013  6.88380e-18  2.14018e-17  7.22763e-19    1394   440.222  2.78206e+16  0     
   7019.4854  5.90436e-18  2.10853e-17  7.07417e-19    1395   440.224  2.78398e+16  0     
   7020.6694  6.82335e-18  2.10428e-17  7.17364e-19    1396   440.226  2.78596e+16  0     
   7021.8535  7.02210e-18  2.08660e-17  7.17334e-19    1397   440.228  2.78795e+16  0     
   7023.0371  6.26689e-18  2.10930e-17  7.10929e-19    1398   440.229  2.78984e+16  0     
   7024.2212  6.62306e-18  2.07580e-17  7.10928e-19    1399   440.231  2.79162e+16  0     
   7025.4053  7.00534e-18  2.06908e-17  7.14346e-19    1400   440.233  2.79338e+16  0     
   7026.5898  6.65500e-18  2.12576e-17  7.16608e-19    1401   440.235  2.79511e+16  0     
   7027.7739  6.52451e-18  2.13450e-17  7.15873e-19    1402   440.236  2.79680e+16  0     
   7028.9580  5.89913e-18  2.18139e-17  7.13815e-19    1403   440.238  2.79855e+16  0     
   7030.1421  6.16370e-18  2.21137e-17  7.20074e-19    1404   440.240  2.80033e+16  0     
   7031.3262  5.06294e-18  2.22766e-17  7.08978e-19    1405   440.242  2.80209e+16  0     
   7032.5107  6.14871e-18  2.15706e-17  7.13145e-19    1406   440.244  2.80384e+16  0     
   7033.6948  6.04634e-18  2.17311e-17  7.13576e-19    1407   440.245  2.80558e+16  0     
   7034.8794  6.55928e-18  2.14303e-17  7.15780e-19    1408   440.247  2.80732e+16  0     
   7036.0635  4.70738e-18  2.22503e-17  7.03553e-19    1409   440.249  2.80905e+16  0     
   7037.2480  5.74921e-18  2.32581e-17  7.26918e-19    1410   440.251  2.81078e+16  0     
   7038.4321  6.27403e-18  2.38497e-17  7.39210e-19    1411   440.252  2.81250e+16  0     
   7039.6167  7.43825e-18  2.54594e-17  7.69222e-19    1412   440.254  2.81421e+16  0     
   7040.8013  7.07796e-18  2.64445e-17  7.75619e-19    1413   440.256  2.81592e+16  0     
   7041.9854  6.49738e-18  2.80090e-17  7.85723e-19    1414   440.258  2.81762e+16  0     
   7043.1699  6.49302e-18  3.02025e-17  8.08026e-19    1415   440.259  2.81932e+16  0     
   7044.3545  5.93021e-18  3.29396e-17  8.29558e-19    1416   440.261  2.82101e+16  0     
   7045.5391  5.90694e-18  3.55878e-17  8.54858e-19    1417   440.263  2.82269e+16  0     
   7046.7236  5.01290e-18  3.76416e-17  8.65637e-19    1418   440.265  2.82437e+16  0     
   7047.9082  3.79647e-18  3.86439e-17  8.63335e-19    1419   440.267  2.82604e+16  0     
   7049.0928  6.55987e-18  3.81584e-17  8.84402e-19    1420   440.268  2.82772e+16  0     
   7050.2773  5.72359e-18  3.58019e-17  8.54069e-19    1421   440.270  2.82938e+16  0     
   7051.4619  6.73691e-18  3.21291e-17  8.27941e-19    1422   440.272  2.83105e+16  0     
   7052.6470  4.76818e-18  3.05677e-17  7.92060e-19    1423   440.274  2.83271e+16  0     
   7053.8315  5.27214e-18  2.78535e-17  7.68674e-19    1424   440.275  2.83437e+16  0     
   7055.0161  5.49356e-18  2.63491e-17  7.54681e-19    1425   440.277  2.83604e+16  0     
   7056.2012  5.86224e-18  2.51641e-17  7.45561e-19    1426   440.279  2.83771e+16  0     
   7057.3857  6.11998e-18  2.40933e-17  7.36373e-19    1427   440.281  2.83938e+16  0     
   7058.5708  6.20277e-18  2.48489e-17  7.45357e-19    1428   440.283  2.84106e+16  0     
   7059.7554  3.91491e-18  2.56909e-17  7.29146e-19    1429   440.284  2.84275e+16  0     
   7060.9404  5.83342e-18  2.68559e-17  7.62557e-19    1430   440.286  2.84444e+16  0     
   7062.1250  5.23715e-18  2.77080e-17  7.65033e-19    1431   440.288  2.84615e+16  0     
   7063.3101  6.01901e-18  2.89833e-17  7.86340e-19    1432   440.290  2.84788e+16  0     
   7064.4951  5.36749e-18  2.91890e-17  7.81434e-19    1433   440.292  2.84980e+16  0     
   7065.6802  5.06668e-18  2.88943e-17  7.74909e-19    1434   440.293  2.85191e+16  0     
   7066.8652  6.28760e-18  2.91547e-17  7.89951e-19    1435   440.295  2.85407e+16  0     
   7068.0503  6.67185e-18  2.84421e-17  7.86255e-19    1436   440.297  2.85621e+16  0     
   7069.2349  6.23083e-18  2.77176e-17  7.73831e-19    1437   440.299  2.85837e+16  0     
   7070.4204  6.12502e-18  2.77137e-17  7.72362e-19    1438   440.300  2.86056e+16  0     
   7071.6055  6.17595e-18  2.69091e-17  7.64140e-19    1439   440.302  2.86254e+16  0     
   7072.7905  5.59165e-18  2.61903e-17  7.49973e-19    1440   440.304  2.86429e+16  0     
   7073.9756  6.39051e-18  2.59564e-17  7.55757e-19    1441   440.306  2.86624e+16  0     
   7075.1606  6.26058e-18  2.64954e-17  7.59787e-19    1442   440.308  2.86852e+16  0     
   7076.3457  5.59858e-18  2.66145e-17  7.53666e-19    1443   440.309  2.87086e+16  0     
   7077.5312  5.73348e-18  2.73422e-17  7.62502e-19    1444   440.311  2.87319e+16  0     
   7078.7163  4.71240e-18  2.76997e-17  7.55127e-19    1445   440.313  2.87552e+16  0     
   7079.9019  6.43450e-18  2.78624e-17  7.74617e-19    1446   440.315  2.87787e+16  0     
   7081.0869  5.03140e-18  2.82704e-17  7.63898e-19    1447   440.317  2.88007e+16  0     
   7082.2725  5.74612e-18  2.77815e-17  7.65979e-19    1448   440.318  2.88210e+16  0     
   7083.4575  5.60522e-18  2.81864e-17  7.68457e-19    1449   440.320  2.88408e+16  0     
   7084.6431  4.35910e-18  2.83346e-17  7.56620e-19    1450   440.322  2.88607e+16  0     
   7085.8286  5.27335e-18  2.86127e-17  7.68876e-19    1451   440.324  2.88801e+16  0     
   7087.0137  3.95023e-18  2.94315e-17  7.63335e-19    1452   440.326  2.88988e+16  0     
   7088.1992  4.79646e-18  2.96770e-17  7.74432e-19    1453   440.327  2.89176e+16  0     
   7089.3848  3.50161e-18  2.90679e-17  7.54235e-19    1454   440.329  2.89361e+16  0     
   7090.5703  4.73402e-18  2.72176e-17  7.47400e-19    1455   440.331  2.89541e+16  0     
   7091.7559  5.36493e-18  2.58840e-17  7.39592e-19    1456   440.333  2.89724e+16  0     
   7092.9414  4.86443e-18  2.44480e-17  7.18141e-19    1457   440.335  2.89892e+16  0     
   7094.1270  4.54160e-18  2.37256e-17  7.06219e-19    1458   440.336  2.90043e+16  0     
   7095.3125  4.88524e-18  2.31575e-17  7.03504e-19    1459   440.338  2.90175e+16  0     
   7096.4980  5.49422e-18  2.30468e-17  7.08957e-19    1460   440.340  2.90305e+16  0     
   7097.6841  5.26207e-18  2.29471e-17  7.05049e-19    1461   440.342  2.90432e+16  0     
   7098.8696  5.31088e-18  2.28732e-17  7.04620e-19    1462   440.344  2.90539e+16  0     
   7100.0552  4.93699e-18  2.25450e-17  6.96527e-19    1463   440.345  2.90621e+16  0     
   7101.2412  5.16906e-18  2.25102e-17  6.98668e-19    1464   440.347  2.90707e+16  0     
   7102.4268  5.88679e-18  2.24828e-17  7.06362e-19    1465   440.349  2.90805e+16  0     
   7103.6123  4.96715e-18  2.28111e-17  6.99542e-19    1466   440.351  2.90899e+16  0     
   7104.7983  6.58859e-18  2.23985e-17  7.13025e-19    1467   440.353  2.91000e+16  0     
   7105.9839  6.28429e-18  2.26313e-17  7.12080e-19    1468   440.354  2.91111e+16  0     
   7107.1699  5.21061e-18  2.22580e-17  6.95588e-19    1469   440.356  2.91221e+16  0     
   7108.3560  5.51142e-18  2.24219e-17  7.00736e-19    1470   440.358  2.91330e+16  0.2   
   7109.5420  5.63065e-18  2.25396e-17  7.03263e-19    1471   440.360  2.91445e+16  0.3   
   7110.7275  5.98356e-18  2.22158e-17  7.03437e-19    1472   440.362  2.91564e+16  0.4   
   7111.9136  6.01172e-18  2.26960e-17  7.09016e-19    1473   440.364  2.91666e+16  0.4   
   7113.0996  6.28731e-18  2.34591e-17  7.20437e-19    1474   440.365  2.91747e+16  0.4   
   7114.2856  4.83628e-18  2.36168e-17  7.05952e-19    1475   440.367  2.91821e+16  0.4   
   7115.4717  5.99505e-18  2.31567e-17  7.13675e-19    1476   440.369  2.91885e+16  0.3   
   7116.6577  5.55802e-18  2.33985e-17  7.11437e-19    1477   440.371  2.91934e+16  0.3   
   7117.8438  4.16758e-18  2.34104e-17  6.95848e-19    1478   440.373  2.91976e+16  0.2   
   7119.0298  5.15151e-18  2.25689e-17  6.97416e-19    1479   440.374  2.92017e+16  0     
   7120.2158  3.95729e-18  2.20686e-17  6.77821e-19    1480   440.376  2.92064e+16  0     
   7121.4023  4.94586e-18  2.19964e-17  6.88374e-19    1481   440.378  2.92124e+16  0     
   7122.5884  5.76945e-18  2.22995e-17  7.01145e-19    1482   440.380  2.92184e+16  0     
   7123.7744  4.66043e-18  2.35499e-17  7.02658e-19    1483   440.382  2.92246e+16  0     
   7124.9609  4.36490e-18  2.41622e-17  7.06138e-19    1484   440.384  2.92309e+16  0     
   7126.1470  5.80156e-18  2.50799e-17  7.31988e-19    1485   440.385  2.92368e+16  0     
   7127.3335  5.64305e-18  2.54135e-17  7.33805e-19    1486   440.387  2.92421e+16  0     
   7128.5195  6.28960e-18  2.57717e-17  7.44480e-19    1487   440.389  2.92483e+16  0     
   7129.7061  5.99027e-18  2.61924e-17  7.45677e-19    1488   440.391  2.92548e+16  0     
   7130.8921  5.31655e-18  2.59984e-17  7.36342e-19    1489   440.393  2.92601e+16  0     
   7132.0786  4.43958e-18  2.59062e-17  7.25818e-19    1490   440.395  2.92627e+16  0     
   7133.2651  4.77999e-18  2.57260e-17  7.27536e-19    1491   440.396  2.92646e+16  0     
   7134.4517  3.68692e-18  2.45112e-17  7.01963e-19    1492   440.398  2.92671e+16  0     
   7135.6377  4.03713e-18  2.47350e-17  7.08361e-19    1493   440.400  2.92702e+16  0     
   7136.8242  4.88340e-18  2.44586e-17  7.14648e-19    1494   440.402  2.92738e+16  0     
   7138.0107  5.97505e-18  2.45694e-17  7.27773e-19    1495   440.404  2.92780e+16  0     
   7139.1973  5.29717e-18  2.64444e-17  7.40600e-19    1496   440.405  2.92828e+16  0     
   7140.3838  5.39590e-18  2.78687e-17  7.56616e-19    1497   440.407  2.92874e+16  0     
   7141.5703  6.16805e-18  2.97582e-17  7.83867e-19    1498   440.409  2.92916e+16  0     
   7142.7573  6.27875e-18  3.08579e-17  7.95909e-19    1499   440.411  2.92963e+16  0     
   7143.9438  3.37620e-18  3.21045e-17  7.79218e-19    1500   440.413  2.93017e+16  0     
   7145.1304  5.38205e-18  3.12896e-17  7.91106e-19    1501   440.415  2.93081e+16  0     
   7146.3169  5.24712e-18  3.04620e-17  7.81353e-19    1502   440.416  2.93140e+16  0     
   7147.5039  5.41381e-18  2.93195e-17  7.71322e-19    1503   440.418  2.93216e+16  0     
   7148.6904  4.33412e-18  2.81504e-17  7.48504e-19    1504   440.420  2.92816e+16  0     
   7149.8770  4.22056e-18  2.70296e-17  7.35666e-19    1505   440.422  2.92585e+16  0     
   7151.0640  5.51224e-18  2.52351e-17  7.30372e-19    1506   440.424  2.92487e+16  0     
   7152.2505  5.09759e-18  2.46320e-17  7.18422e-19    1507   440.426  2.93112e+16  0     
   7153.4375  4.89941e-18  2.36922e-17  7.05969e-19    1508   440.427  2.92986e+16  0     
   7154.6245  5.87512e-18  2.36417e-17  7.16799e-19    1509   440.429  2.92574e+16  0     
   7155.8110  6.51200e-18  2.46218e-17  7.36348e-19    1510   440.431  2.91173e+16  0     
   7156.9980  5.04492e-18  2.48345e-17  7.24449e-19    1511   440.433  2.89868e+16  0     
   7158.1851  4.44109e-18  2.63259e-17  7.35140e-19    1512   440.435  2.89164e+16  0     
   7159.3721  5.08459e-18  2.66881e-17  7.44985e-19    1513   440.437  2.89899e+16  0     
   7160.5591  4.11235e-18  2.66640e-17  7.34076e-19    1514   440.439  2.90010e+16  0     
   7161.7456  4.61538e-18  2.70542e-17  7.43880e-19    1515   440.440  2.89899e+16  0     
   7162.9331  4.98799e-18  2.69369e-17  7.47556e-19    1516   440.442  2.89227e+16  0     
   7164.1201  4.96072e-18  2.68186e-17  7.46981e-19    1517   440.444  2.88524e+16  0     
   7165.3071  5.45164e-18  2.66176e-17  7.53872e-19    1518   440.446  2.85861e+16  0     
   7166.4941  5.32269e-18  2.64425e-17  7.55516e-19    1519   440.448  2.82451e+16  0     
   7167.6812  6.61618e-18  2.62878e-17  7.72930e-19    1520   440.450  2.78984e+16  0     
   7168.8682  5.38966e-18  2.63644e-17  7.64140e-19    1521   440.451  2.76539e+16  0     
   7170.0552  5.73343e-18  2.60495e-17  7.66779e-19    1522   440.453  2.75004e+16  0     
   7171.2427  5.30822e-18  2.62264e-17  7.65734e-19    1523   440.455  2.73895e+16  0     
   7172.4297  5.82250e-18  2.63529e-17  7.75090e-19    1524   440.457  2.72396e+16  0     
   7173.6167  4.91908e-18  2.69049e-17  7.73827e-19    1525   440.459  2.70719e+16  0     
   7174.8042  5.31725e-18  2.70258e-17  7.79211e-19    1526   440.461  2.70931e+16  0     
   7175.9917  5.60704e-18  2.76195e-17  7.87580e-19    1527   440.463  2.71727e+16  0     
   7177.1787  5.22250e-18  2.70853e-17  7.76265e-19    1528   440.464  2.72573e+16  0     
   7178.3662  6.56573e-18  2.72088e-17  7.94452e-19    1529   440.466  2.71119e+16  0     
   7179.5532  4.86429e-18  2.76160e-17  7.83539e-19    1530   440.468  2.69142e+16  0     
   7180.7407  5.25399e-18  2.65825e-17  7.79917e-19    1531   440.470  2.66946e+16  0     
   7181.9282  5.55564e-18  2.60315e-17  7.80149e-19    1532   440.472  2.65066e+16  0     
   7183.1157  5.78498e-18  2.46361e-17  7.70737e-19    1533   440.474  2.62720e+16  0     
   7184.3032  6.93430e-18  2.40154e-17  7.80477e-19    1534   440.476  2.60439e+16  0     
   7185.4902  6.10522e-18  2.35030e-17  7.65990e-19    1535   440.477  2.59858e+16  0     
   7186.6777  5.56551e-18  2.28153e-17  7.49571e-19    1536   440.479  2.61119e+16  0     
   7187.8652  5.08567e-18  2.28277e-17  7.41445e-19    1537   440.481  2.62763e+16  0     
   7189.0527  6.41432e-18  2.21779e-17  7.48338e-19    1538   440.483  2.63482e+16  0     
