                                                                     
   wavelen         flux     sky_flux     flux_unc  xpixel    ypixel     response   flag 
   4942.0469  8.23130e-18  3.44065e-17  8.70077e-19    1636   120.530  2.79647e+16  0     
   4944.2510  3.91743e-18  3.48068e-17  8.31711e-19    1637   120.537  2.79835e+16  0     
   4946.4546  6.33311e-18  3.42901e-17  8.50155e-19    1638   120.544  2.79978e+16  0     
   4948.6587  5.39983e-18  3.39397e-17  8.37443e-19    1639   120.551  2.80062e+16  0     
   4950.8623  6.20569e-18  3.48413e-17  8.54071e-19    1640   120.558  2.80097e+16  0     
   4953.0664  5.22429e-18  3.53205e-17  8.49253e-19    1641   120.566  2.80062e+16  0     
   4955.2700  5.88087e-18  3.42947e-17  8.45752e-19    1642   120.573  2.80002e+16  0     
   4957.4741  5.94435e-18  3.40222e-17  8.43837e-19    1643   120.580  2.79920e+16  0     
   4959.6782  5.58513e-18  3.34049e-17  8.34370e-19    1644   120.587  2.79823e+16  0     
   4961.8823  5.14816e-18  3.42711e-17  8.38813e-19    1645   120.594  2.79699e+16  0     
   4964.0864  6.19502e-18  3.42821e-17  8.49422e-19    1646   120.602  2.79554e+16  0     
   4966.2900  4.97165e-18  3.54175e-17  8.48861e-19    1647   120.609  2.79371e+16  0     
   4968.4941  5.86642e-18  3.62387e-17  8.65786e-19    1648   120.616  2.79168e+16  0     
   4970.6982  7.07874e-18  3.63455e-17  8.78655e-19    1649   120.623  2.78973e+16  0     
   4972.9028  6.91338e-18  3.56367e-17  8.70639e-19    1650   120.630  2.78806e+16  0     
   4975.1069  5.92691e-18  3.55407e-17  8.60554e-19    1651   120.638  2.78625e+16  0     
   4977.3110  5.68043e-18  3.51113e-17  8.54333e-19    1652   120.645  2.78424e+16  0     
   4979.5151  5.69167e-18  3.44627e-17  8.48487e-19    1653   120.652  2.78191e+16  0     
   4981.7192  6.15740e-18  3.29130e-17  8.38151e-19    1654   120.659  2.77968e+16  0     
   4983.9238  5.29174e-18  3.24020e-17  8.24690e-19    1655   120.667  2.77761e+16  0     
   4986.1279  6.32140e-18  3.27441e-17  8.38766e-19    1656   120.674  2.77559e+16  0     
   4988.3320  4.96739e-18  3.38309e-17  8.36425e-19    1657   120.681  2.77361e+16  0     
   4990.5366  7.07225e-18  3.52936e-17  8.71654e-19    1658   120.688  2.77149e+16  0     
   4992.7407  7.05250e-18  3.54980e-17  8.73889e-19    1659   120.695  2.76871e+16  0     
   4994.9448  5.25261e-18  3.59637e-17  8.61480e-19    1660   120.703  2.76600e+16  0     
   4997.1494  5.72246e-18  3.45281e-17  8.52449e-19    1661   120.710  2.76356e+16  0     
   4999.3535  5.65254e-18  3.52756e-17  8.59415e-19    1662   120.717  2.76156e+16  0     
   5001.5581  4.86744e-18  3.49278e-17  8.48580e-19    1663   120.724  2.75982e+16  0     
   5003.7627  6.21293e-18  3.44199e-17  8.57033e-19    1664   120.732  2.75854e+16  0     
   5005.9668  6.39606e-18  3.42913e-17  8.57750e-19    1665   120.739  2.75743e+16  0     
   5008.1714  5.14025e-18  3.40650e-17  8.43329e-19    1666   120.746  2.75616e+16  0     
   5010.3755  6.03319e-18  3.44354e-17  8.56003e-19    1667   120.753  2.75504e+16  0     
   5012.5801  6.61297e-18  3.43553e-17  8.61063e-19    1668   120.760  2.75403e+16  0     
   5014.7847  4.73289e-18  3.37704e-17  8.36832e-19    1669   120.768  2.75297e+16  0     
   5016.9893  5.75831e-18  3.34459e-17  8.43952e-19    1670   120.775  2.75233e+16  0     
   5019.1934  5.24404e-18  3.40180e-17  8.44586e-19    1671   120.782  2.75196e+16  0     
   5021.3979  6.06198e-18  3.36738e-17  8.49354e-19    1672   120.789  2.75158e+16  0     
   5023.6025  4.73240e-18  3.34994e-17  8.34384e-19    1673   120.797  2.75121e+16  0     
   5025.8071  5.35365e-18  3.35117e-17  8.40764e-19    1674   120.804  2.75113e+16  0     
   5028.0117  5.50899e-18  3.32238e-17  8.39411e-19    1675   120.811  2.75128e+16  0     
   5030.2163  6.60409e-18  3.25859e-17  8.43956e-19    1676   120.818  2.75141e+16  0     
   5032.4204  4.60772e-18  3.20528e-17  8.18294e-19    1677   120.826  2.75179e+16  0     
   5034.6250  4.27833e-18  3.28506e-17  8.22986e-19    1678   120.833  2.75246e+16  0     
   5036.8296  5.08073e-18  3.27230e-17  8.29710e-19    1679   120.840  2.75334e+16  0     
   5039.0342  5.14702e-18  3.17729e-17  8.20541e-19    1680   120.847  2.75438e+16  0     
   5041.2388  6.56405e-18  3.13097e-17  8.30108e-19    1681   120.855  2.75527e+16  0     
   5043.4434  5.82484e-18  3.21150e-17  8.30795e-19    1682   120.862  2.75516e+16  0     
   5045.6479  5.78559e-18  3.31489e-17  8.40863e-19    1683   120.869  2.75474e+16  0     
   5047.8525  6.58987e-18  3.27614e-17  8.45132e-19    1684   120.876  2.75404e+16  0     
   5050.0571  5.82532e-18  3.18568e-17  8.28383e-19    1685   120.884  2.75393e+16  0     
   5052.2617  6.11092e-18  3.13197e-17  8.25796e-19    1686   120.891  2.75412e+16  0     
   5054.4658  5.74634e-18  3.17396e-17  8.26314e-19    1687   120.898  2.75441e+16  0     
   5056.6704  4.57224e-18  3.17689e-17  8.14521e-19    1688   120.905  2.75481e+16  0     
   5058.8750  6.92149e-18  3.23979e-17  8.44598e-19    1689   120.913  2.75536e+16  0     
   5061.0796  6.23374e-18  3.24732e-17  8.38369e-19    1690   120.920  2.75606e+16  0     
   5063.2842  5.25389e-18  3.24322e-17  8.27985e-19    1691   120.927  2.75664e+16  0     
   5065.4888  4.55347e-18  3.17922e-17  8.14178e-19    1692   120.934  2.75726e+16  0     
   5067.6934  5.15515e-18  3.16691e-17  8.18981e-19    1693   120.942  2.75800e+16  0     
   5069.8979  5.34248e-18  3.22808e-17  8.27033e-19    1694   120.949  2.75857e+16  0     
   5072.1025  5.14027e-18  3.15232e-17  8.17097e-19    1695   120.956  2.75946e+16  0     
   5074.3066  6.09450e-18  3.12253e-17  8.23609e-19    1696   120.963  2.76068e+16  0     
   5076.5112  5.48682e-18  3.19248e-17  8.24388e-19    1697   120.971  2.76166e+16  0     
   5078.7158  5.50094e-18  3.16962e-17  8.22175e-19    1698   120.978  2.76184e+16  0     
   5080.9204  6.95217e-18  3.09718e-17  8.29564e-19    1699   120.985  2.76176e+16  0     
   5083.1250  7.16374e-18  3.07727e-17  8.29719e-19    1700   120.992  2.76157e+16  0     
   5085.3291  7.41152e-18  3.17669e-17  8.42183e-19    1701   121.000  2.76152e+16  0     
   5087.5337  6.31627e-18  3.12806e-17  8.26344e-19    1702   121.007  2.76119e+16  0     
   5089.7383  5.86957e-18  3.23000e-17  8.32245e-19    1703   121.014  2.76051e+16  0     
   5091.9424  6.09261e-18  3.18928e-17  8.30547e-19    1704   121.021  2.75953e+16  0     
   5094.1470  7.36622e-18  3.19377e-17  8.43938e-19    1705   121.029  2.75843e+16  0     
   5096.3516  7.47069e-18  3.12302e-17  8.38099e-19    1706   121.036  2.75733e+16  0     
   5098.5557  6.88078e-18  3.13496e-17  8.33586e-19    1707   121.043  2.75602e+16  0     
   5100.7603  5.52368e-18  3.20452e-17  8.27138e-19    1708   121.051  2.75452e+16  0     
   5102.9648  7.57989e-18  3.09972e-17  8.37636e-19    1709   121.058  2.75258e+16  0     
   5105.1689  8.04871e-18  3.17427e-17  8.50054e-19    1710   121.065  2.75068e+16  0     
   5107.3735  6.97839e-18  3.13944e-17  8.36174e-19    1711   121.072  2.74895e+16  0     
   5109.5776  5.04347e-18  3.09153e-17  8.11690e-19    1712   121.080  2.74776e+16  0     
   5111.7817  7.53603e-18  3.11887e-17  8.40078e-19    1713   121.087  2.74672e+16  0     
   5113.9863  6.59448e-18  3.13827e-17  8.32690e-19    1714   121.094  2.74581e+16  0     
   5116.1904  6.65304e-18  3.17017e-17  8.36660e-19    1715   121.101  2.74487e+16  0     
   5118.3950  6.74668e-18  3.17916e-17  8.38758e-19    1716   121.109  2.74336e+16  0     
   5120.5991  6.73962e-18  3.18480e-17  8.39464e-19    1717   121.116  2.74207e+16  0     
   5122.8032  6.91514e-18  3.15260e-17  8.37949e-19    1718   121.123  2.74234e+16  0     
   5125.0073  6.61184e-18  3.09082e-17  8.28509e-19    1719   121.131  2.74300e+16  0     
   5127.2114  6.66799e-18  3.12506e-17  8.32456e-19    1720   121.138  2.74363e+16  0     
   5129.4155  6.88822e-18  3.08001e-17  8.30166e-19    1721   121.145  2.74334e+16  0     
   5131.6196  5.55408e-18  3.25180e-17  8.34289e-19    1722   121.152  2.74192e+16  0     
   5133.8237  6.21890e-18  3.45158e-17  8.61142e-19    1723   121.160  2.73995e+16  0     
   5136.0278  6.98843e-18  3.45395e-17  8.69274e-19    1724   121.167  2.73769e+16  0     
   5138.2319  6.79317e-18  3.41140e-17  8.63562e-19    1725   121.174  2.73564e+16  0     
   5140.4360  7.62396e-18  3.46262e-17  8.76964e-19    1726   121.181  2.73364e+16  0     
   5142.6401  6.97974e-18  3.41828e-17  8.66725e-19    1727   121.189  2.73172e+16  0     
   5144.8442  8.28404e-18  3.44472e-17  8.82313e-19    1728   121.196  2.72949e+16  0     
   5147.0479  7.76805e-18  3.46645e-17  8.79947e-19    1729   121.203  2.72656e+16  0     
   5149.2520  8.10525e-18  3.40631e-17  8.77864e-19    1730   121.210  2.72382e+16  0     
   5151.4556  6.75982e-18  3.38975e-17  8.63465e-19    1731   121.218  2.72172e+16  0     
   5153.6597  7.98595e-18  3.35193e-17  8.72010e-19    1732   121.225  2.72039e+16  0     
   5155.8633  6.57417e-18  3.33492e-17  8.56494e-19    1733   121.232  2.72004e+16  0     
   5158.0669  8.04093e-18  3.42259e-17  8.79465e-19    1734   121.240  2.72008e+16  0     
   5160.2710  9.11060e-18  3.38707e-17  8.86296e-19    1735   121.247  2.72039e+16  0     
   5162.4746  8.60912e-18  3.37948e-17  8.80777e-19    1736   121.254  2.72015e+16  0     
   5164.6782  7.75604e-18  3.28744e-17  8.63668e-19    1737   121.261  2.71900e+16  0     
   5166.8818  8.38728e-18  3.20984e-17  8.62442e-19    1738   121.269  2.71781e+16  0     
   5169.0854  8.38665e-18  3.10330e-17  8.52052e-19    1739   121.276  2.71660e+16  0     
   5171.2891  9.16079e-18  3.01209e-17  8.50875e-19    1740   121.283  2.71541e+16  0     
   5173.4927  8.77130e-18  3.04095e-17  8.50042e-19    1741   121.290  2.71432e+16  0     
   5175.6958  8.32397e-18  3.16872e-17  8.58460e-19    1742   121.298  2.71357e+16  0     
   5177.8994  9.26449e-18  3.21698e-17  8.72609e-19    1743   121.305  2.71286e+16  0     
   5180.1030  9.38149e-18  3.26529e-17  8.78604e-19    1744   121.312  2.71203e+16  0     
   5182.3062  7.74353e-18  3.18362e-17  8.54595e-19    1745   121.320  2.71102e+16  0     
   5184.5098  7.79434e-18  3.19305e-17  8.56257e-19    1746   121.327  2.70976e+16  0     
   5186.7129  9.17056e-18  3.33847e-17  8.84331e-19    1747   121.334  2.70812e+16  0     
   5188.9160  9.05791e-18  3.52919e-17  9.01745e-19    1748   121.341  2.70679e+16  0     
   5191.1196  6.88571e-18  3.60009e-17  8.87960e-19    1749   121.349  2.70566e+16  0     
   5193.3223  9.54778e-18  3.80111e-17  9.32147e-19    1750   121.356  2.70425e+16  0     
   5195.5254  8.48483e-18  7.15534e-17  1.19412e-18    1751   121.363  2.70245e+16  0     
   5197.7285  8.70357e-18  1.16572e-16  1.48403e-18    1752   121.370  2.70074e+16  0     
   5199.9316  8.42893e-18  1.39327e-16  1.60910e-18    1753   121.378  2.69920e+16  0     
   5202.1348  9.66132e-18  1.19599e-16  1.50765e-18    1754   121.385  2.69800e+16  0     
   5204.3379  9.59141e-18  7.53411e-17  1.23006e-18    1755   121.392  2.69681e+16  0     
   5206.5405  8.87546e-18  4.49840e-17  9.90060e-19    1756   121.399  2.69522e+16  0     
   5208.7432  1.10858e-17  3.55642e-17  9.25730e-19    1757   121.407  2.69346e+16  0     
   5210.9463  8.99312e-18  3.55278e-17  9.06011e-19    1758   121.414  2.69201e+16  0     
   5213.1489  1.18143e-17  3.29760e-17  9.08799e-19    1759   121.421  2.69069e+16  0     
   5215.3516  8.77134e-18  3.43762e-17  8.93352e-19    1760   121.429  2.68935e+16  0     
   5217.5542  1.00844e-17  3.45651e-17  9.07960e-19    1761   121.436  2.68795e+16  0     
   5219.7568  8.79200e-18  3.56375e-17  9.06115e-19    1762   121.443  2.68659e+16  0     
   5221.9595  8.69845e-18  3.69028e-17  9.17412e-19    1763   121.450  2.68538e+16  0     
   5224.1616  1.00071e-17  3.67449e-17  9.28396e-19    1764   121.458  2.68410e+16  0     
   5226.3643  8.55062e-18  3.62559e-17  9.10370e-19    1765   121.465  2.68285e+16  0     
   5228.5664  1.09223e-17  3.46043e-17  9.17399e-19    1766   121.472  2.68159e+16  0     
   5230.7690  1.02126e-17  3.38149e-17  9.03433e-19    1767   121.479  2.68021e+16  0     
   5232.9712  1.06994e-17  3.36139e-17  9.06418e-19    1768   121.487  2.67879e+16  0     
   5235.1733  9.40704e-18  3.41261e-17  8.99189e-19    1769   121.494  2.67743e+16  0     
   5237.3755  8.25695e-18  3.58505e-17  9.04895e-19    1770   121.501  2.67633e+16  0     
   5239.5776  9.90967e-18  3.69629e-17  9.31161e-19    1771   121.508  2.67519e+16  0     
   5241.7793  1.00075e-17  3.66960e-17  9.29850e-19    1772   121.516  2.67378e+16  0     
   5243.9814  1.02757e-17  3.35279e-17  9.02777e-19    1773   121.523  2.67194e+16  0     
   5246.1836  1.19292e-17  3.20291e-17  9.04581e-19    1774   121.530  2.67018e+16  0     
   5248.3853  1.04746e-17  3.29284e-17  8.99563e-19    1775   121.537  2.66840e+16  0     
   5250.5869  1.06934e-17  3.25539e-17  8.98386e-19    1776   121.545  2.66660e+16  0     
   5252.7886  8.96040e-18  3.39743e-17  8.95675e-19    1777   121.552  2.66484e+16  0     
   5254.9902  1.00910e-17  3.46271e-17  9.13153e-19    1778   121.559  2.66294e+16  0     
   5257.1919  1.01679e-17  3.59862e-17  9.27068e-19    1779   121.566  2.66108e+16  0     
   5259.3936  9.14509e-18  3.48946e-17  9.07336e-19    1780   121.574  2.65930e+16  0     
   5261.5947  1.15244e-17  3.22502e-17  9.05091e-19    1781   121.581  2.65764e+16  0     
   5263.7964  9.75885e-18  3.07520e-17  8.73511e-19    1782   121.588  2.65544e+16  0     
   5265.9976  9.38148e-18  2.99099e-17  8.61824e-19    1783   121.595  2.65215e+16  0     
   5268.1987  9.65442e-18  2.94578e-17  8.60543e-19    1784   121.603  2.64910e+16  0     
   5270.3999  9.19262e-18  3.02322e-17  8.64155e-19    1785   121.610  2.64658e+16  0     
   5272.6011  9.62839e-18  3.14953e-17  8.81613e-19    1786   121.617  2.64415e+16  0     
   5274.8018  7.85318e-18  3.35792e-17  8.85125e-19    1787   121.624  2.64166e+16  0     
   5277.0029  1.00651e-17  3.40123e-17  9.11388e-19    1788   121.632  2.63919e+16  0     
   5279.2036  8.79892e-18  3.39052e-17  8.98569e-19    1789   121.639  2.63649e+16  0     
   5281.4048  8.36159e-18  3.30931e-17  8.86823e-19    1790   121.646  2.63346e+16  0     
   5283.6055  8.30521e-18  3.12777e-17  8.68604e-19    1791   121.653  2.63046e+16  0     
   5285.8062  8.01917e-18  3.14262e-17  8.67697e-19    1792   121.661  2.62771e+16  0     
   5288.0068  8.11124e-18  3.17821e-17  8.72711e-19    1793   121.668  2.62505e+16  0     
   5290.2070  7.96332e-18  3.16718e-17  8.70585e-19    1794   121.675  2.62231e+16  0     
   5292.4077  8.07391e-18  3.31455e-17  8.86955e-19    1795   121.682  2.61983e+16  0     
   5294.6079  8.46058e-18  3.24889e-17  8.84714e-19    1796   121.690  2.61734e+16  0     
   5296.8081  8.50474e-18  3.29161e-17  8.89927e-19    1797   121.697  2.61451e+16  0     
   5299.0083  7.32457e-18  3.38580e-17  8.88074e-19    1798   121.704  2.61169e+16  0     
   5301.2085  6.07197e-18  3.40233e-17  8.77607e-19    1799   121.711  2.60918e+16  0     
   5303.4082  7.84808e-18  3.31077e-17  8.86732e-19    1800   121.719  2.60662e+16  0     
   5305.6084  8.77271e-18  3.28817e-17  8.94158e-19    1801   121.726  2.60413e+16  0     
   5307.8081  9.03688e-18  3.24871e-17  8.93308e-19    1802   121.733  2.60171e+16  0     
   5310.0078  8.76604e-18  3.36402e-17  9.02499e-19    1803   121.740  2.59930e+16  0     
   5312.2075  8.60847e-18  3.43176e-17  9.08099e-19    1804   121.747  2.59671e+16  0     
   5314.4072  8.69091e-18  3.38068e-17  9.04406e-19    1805   121.755  2.59392e+16  0     
   5316.6069  6.43011e-18  3.37096e-17  8.81328e-19    1806   121.762  2.59121e+16  0     
   5318.8062  7.60456e-18  3.37258e-17  8.93827e-19    1807   121.769  2.58845e+16  0     
   5321.0054  7.03268e-18  3.34158e-17  8.85505e-19    1808   121.776  2.58548e+16  0     
   5323.2046  7.30254e-18  3.38432e-17  8.93029e-19    1809   121.784  2.58278e+16  0     
   5325.4038  6.91056e-18  3.34910e-17  8.85931e-19    1810   121.791  2.58061e+16  0     
   5327.6030  7.05549e-18  3.45133e-17  8.98087e-19    1811   121.798  2.57840e+16  0     
   5329.8018  7.47838e-18  3.59685e-17  9.17162e-19    1812   121.805  2.57580e+16  0     
   5332.0010  5.76491e-18  3.64344e-17  9.05450e-19    1813   121.812  2.57265e+16  0     
   5334.1997  5.92644e-18  3.64233e-17  9.07530e-19    1814   121.820  2.56956e+16  0     
   5336.3984  6.55830e-18  3.49988e-17  9.00193e-19    1815   121.827  2.56655e+16  0     
   5338.5967  7.34644e-18  3.37907e-17  8.96567e-19    1816   121.834  2.56341e+16  0     
   5340.7954  7.58888e-18  3.44581e-17  9.06348e-19    1817   121.841  2.55992e+16  0     
   5342.9937  7.34730e-18  3.68014e-17  9.27731e-19    1818   121.848  2.55655e+16  0     
   5345.1919  7.78615e-18  3.68565e-17  9.33158e-19    1819   121.856  2.55338e+16  0     
   5347.3901  5.64514e-18  3.51637e-17  8.95742e-19    1820   121.863  2.55019e+16  0     
   5349.5884  8.55807e-18  3.34651e-17  9.08638e-19    1821   121.870  2.54667e+16  0     
   5351.7866  7.48694e-18  3.30266e-17  8.94136e-19    1822   121.877  2.54281e+16  0     
   5353.9844  6.67703e-18  3.25145e-17  8.81283e-19    1823   121.884  2.53905e+16  0     
   5356.1821  7.31490e-18  3.31853e-17  8.95389e-19    1824   121.892  2.53551e+16  0     
   5358.3799  6.29286e-18  3.31279e-17  8.84975e-19    1825   121.899  2.53201e+16  0     
   5360.5776  6.89478e-18  3.23611e-17  8.83914e-19    1826   121.906  2.52858e+16  0     
   5362.7749  7.03323e-18  3.20926e-17  8.83236e-19    1827   121.913  2.52505e+16  0     
   5364.9722  7.16149e-18  3.13282e-17  8.77301e-19    1828   121.920  2.52135e+16  0     
   5367.1694  4.52940e-18  3.20092e-17  8.57343e-19    1829   121.928  2.51756e+16  0     
   5369.3667  7.38157e-18  3.22774e-17  8.90826e-19    1830   121.935  2.51418e+16  0     
   5371.5640  6.05622e-18  3.24988e-17  8.79963e-19    1831   121.942  2.51090e+16  0     
   5373.7607  6.77840e-18  3.24464e-17  8.87569e-19    1832   121.949  2.50764e+16  0     
   5375.9575  5.64022e-18  3.28115e-17  8.80078e-19    1833   121.956  2.50457e+16  0     
   5378.1543  6.53348e-18  3.30657e-17  8.92636e-19    1834   121.964  2.50152e+16  0     
   5380.3511  8.95976e-18  3.22127e-17  9.09395e-19    1835   121.971  2.49848e+16  0     
   5382.5474  7.92574e-18  3.23144e-17  9.00375e-19    1836   121.978  2.49576e+16  0     
   5384.7441  6.82498e-18  3.24339e-17  8.90712e-19    1837   121.985  2.49315e+16  0     
   5386.9404  6.70211e-18  3.25338e-17  8.90954e-19    1838   121.992  2.49066e+16  0     
   5389.1367  6.28459e-18  3.20789e-17  8.82332e-19    1839   121.999  2.48793e+16  0     
   5391.3325  5.61723e-18  3.20448e-17  8.75378e-19    1840   122.007  2.48544e+16  0     
   5393.5283  6.42085e-18  3.14340e-17  8.77880e-19    1841   122.014  2.48308e+16  0     
   5395.7241  5.91376e-18  3.12051e-17  8.70550e-19    1842   122.021  2.48034e+16  0     
   5397.9199  7.45760e-18  3.12245e-17  8.87675e-19    1843   122.028  2.47763e+16  0     
   5400.1157  4.09657e-18  3.17575e-17  8.57992e-19    1844   122.035  2.47445e+16  0     
   5402.3110  6.11924e-18  3.14150e-17  8.76808e-19    1845   122.042  2.47087e+16  0     
   5404.5063  7.74550e-18  3.06527e-17  8.86679e-19    1846   122.050  2.46733e+16  0     
   5406.7017  7.44245e-18  3.07450e-17  8.85140e-19    1847   122.057  2.46378e+16  0     
   5408.8970  7.16231e-18  3.10437e-17  8.86004e-19    1848   122.064  2.46035e+16  0     
   5411.0918  6.67139e-18  3.17572e-17  8.89006e-19    1849   122.071  2.45707e+16  0     
   5413.2866  7.57112e-18  3.13392e-17  8.94727e-19    1850   122.078  2.45389e+16  0     
   5415.4814  6.22308e-18  3.17337e-17  8.85207e-19    1851   122.085  2.45085e+16  0     
   5417.6758  4.36094e-18  3.24021e-17  8.72939e-19    1852   122.092  2.44795e+16  0     
   5419.8706  7.08540e-18  3.11934e-17  8.89874e-19    1853   122.100  2.44457e+16  0     
   5422.0649  7.10206e-18  3.18179e-17  8.97396e-19    1854   122.107  2.44092e+16  0     
   5424.2593  5.64136e-18  3.21460e-17  8.85990e-19    1855   122.114  2.43766e+16  0     
   5426.4531  7.28725e-18  3.13659e-17  8.95834e-19    1856   122.121  2.43460e+16  0     
   5428.6470  7.91837e-18  3.23732e-17  9.13663e-19    1857   122.128  2.43160e+16  0     
   5430.8413  5.78065e-18  3.16062e-17  8.83500e-19    1858   122.135  2.42847e+16  0     
   5433.0347  6.70222e-18  3.26062e-17  9.04576e-19    1859   122.142  2.42558e+16  0     
   5435.2285  5.40626e-18  3.28655e-17  8.94173e-19    1860   122.150  2.42258e+16  0     
   5437.4219  6.24941e-18  3.32031e-17  9.07317e-19    1861   122.157  2.41955e+16  0     
   5439.6152  7.72574e-18  3.28992e-17  9.20162e-19    1862   122.164  2.41680e+16  0     
   5441.8081  7.13171e-18  3.23254e-17  9.08492e-19    1863   122.171  2.41403e+16  0     
   5444.0015  6.03722e-18  3.21289e-17  8.95254e-19    1864   122.178  2.41157e+16  0     
   5446.1943  7.13528e-18  3.30495e-17  9.17136e-19    1865   122.185  2.40916e+16  0     
   5448.3872  7.54953e-18  3.17898e-17  9.08836e-19    1866   122.192  2.40622e+16  0     
   5450.5796  5.77091e-18  3.30427e-17  9.03815e-19    1867   122.199  2.40347e+16  0     
   5452.7720  7.49317e-18  3.23661e-17  9.15419e-19    1868   122.206  2.40091e+16  0     
   5454.9644  6.41259e-18  3.21458e-17  9.02202e-19    1869   122.214  2.39803e+16  0     
   5457.1567  6.21092e-18  3.33928e-17  9.13994e-19    1870   122.221  2.39476e+16  0     
   5459.3486  7.54797e-18  3.34291e-17  9.29035e-19    1871   122.228  2.39174e+16  0     
   5461.5405  6.19174e-18  3.38502e-17  9.20003e-19    1872   122.235  2.38810e+16  0     
   5463.7324  9.17706e-18  3.31091e-17  9.44271e-19    1873   122.242  2.38378e+16  0     
   5465.9238  6.92383e-18  3.27255e-17  9.17605e-19    1874   122.249  2.37969e+16  0     
   5468.1157  7.42971e-18  3.23869e-17  9.20200e-19    1875   122.256  2.37578e+16  0     
   5470.3066  6.71688e-18  3.32877e-17  9.23148e-19    1876   122.263  2.37121e+16  0     
   5472.4980  7.25585e-18  3.30194e-17  9.26829e-19    1877   122.270  2.36733e+16  0     
   5474.6890  8.14114e-18  3.21111e-17  9.27368e-19    1878   122.277  2.36365e+16  0     
   5476.8799  5.33915e-18  3.34443e-17  9.12526e-19    1879   122.284  2.35984e+16  0     
   5479.0708  5.90037e-18  3.28427e-17  9.12935e-19    1880   122.292  2.35582e+16  0     
   5481.2612  7.66265e-18  3.31039e-17  9.35614e-19    1881   122.299  2.35045e+16  0     
   5483.4517  6.96205e-18  3.27784e-17  9.25950e-19    1882   122.306  2.34485e+16  0     
   5485.6421  7.07036e-18  3.26995e-17  9.27399e-19    1883   122.313  2.33956e+16  0     
   5487.8320  7.41853e-18  3.22615e-17  9.27462e-19    1884   122.320  2.33480e+16  0     
   5490.0220  5.08431e-18  3.34805e-17  9.16639e-19    1885   122.327  2.32930e+16  0     
   5492.2119  6.92445e-18  3.34510e-17  9.37414e-19    1886   122.334  2.32311e+16  0     
   5494.4014  6.37739e-18  3.32993e-17  9.31290e-19    1887   122.341  2.31700e+16  0     
   5496.5908  5.91278e-18  3.45552e-17  9.41148e-19    1888   122.348  2.31060e+16  0     
   5498.7803  6.24567e-18  3.55917e-17  9.57104e-19    1889   122.355  2.30396e+16  0     
   5500.9697  5.50058e-18  3.49968e-17  9.44476e-19    1890   122.362  2.29702e+16  0     
   5503.1587  5.40890e-18  3.53527e-17  9.48836e-19    1891   122.369  2.29013e+16  0     
   5505.3472  6.89254e-18  3.45945e-17  9.58157e-19    1892   122.376  2.28296e+16  0     
   5507.5361  6.20675e-18  3.58215e-17  9.65533e-19    1893   122.383  2.27569e+16  0     
   5509.7246  5.59099e-18  3.56438e-17  9.58856e-19    1894   122.390  2.26819e+16  0     
   5511.9131  6.01472e-18  3.62816e-17  9.71841e-19    1895   122.397  2.26063e+16  0     
   5514.1011  6.21232e-18  3.60391e-17  9.73287e-19    1896   122.404  2.25242e+16  0     
   5516.2891  7.96500e-18  3.63314e-17  9.96746e-19    1897   122.411  2.24364e+16  0     
   5518.4771  7.65578e-18  3.59061e-17  9.91043e-19    1898   122.418  2.23555e+16  0     
   5520.6646  7.58234e-18  3.60810e-17  9.94283e-19    1899   122.425  2.22649e+16  0     
   5522.8521  6.91204e-18  3.62301e-17  9.91227e-19    1900   122.432  2.21651e+16  0     
   5525.0396  7.54488e-18  3.63284e-17  1.00130e-18    1901   122.439  2.20673e+16  0     
   5527.2266  8.35010e-18  3.65679e-17  1.01481e-18    1902   122.446  2.19616e+16  0     
   5529.4136  6.25010e-18  3.69383e-17  9.99314e-19    1903   122.454  2.18549e+16  0     
   5531.6006  8.96241e-18  3.68249e-17  1.02912e-18    1904   122.461  2.17514e+16  0     
   5533.7871  6.42437e-18  3.68264e-17  1.00520e-18    1905   122.468  2.16457e+16  0     
   5535.9736  7.80906e-18  3.79931e-17  1.03486e-18    1906   122.475  2.15347e+16  0     
   5538.1597  6.88575e-18  4.02927e-17  1.05209e-18    1907   122.482  2.14198e+16  0     
   5540.3462  6.51953e-18  4.28564e-17  1.07758e-18    1908   122.489  2.13034e+16  0     
   5542.5322  8.20655e-18  4.56329e-17  1.12509e-18    1909   122.496  2.11829e+16  0     
   5544.7178  6.56567e-18  4.74845e-17  1.13087e-18    1910   122.502  2.10526e+16  0     
   5546.9033  7.30740e-18  4.71689e-17  1.13899e-18    1911   122.509  2.09153e+16  0     
   5549.0889  7.28494e-18  4.54242e-17  1.12578e-18    1912   122.516  2.07737e+16  0     
   5551.2739  7.34098e-18  4.46118e-17  1.12249e-18    1913   122.523  2.06283e+16  0     
   5553.4590  6.59892e-18  4.53871e-17  1.12723e-18    1914   122.530  2.04782e+16  0     
   5555.6440  7.97553e-18  4.51395e-17  1.14295e-18    1915   122.537  2.03301e+16  0     
   5557.8286  8.77236e-18  4.69999e-17  1.17373e-18    1916   122.544  2.01814e+16  0     
   5560.0127  7.95901e-18  4.94427e-17  1.19443e-18    1917   122.551  2.00275e+16  0     
   5562.1973  5.98419e-18  5.43780e-17  1.22809e-18    1918   122.558  1.98642e+16  0     
   5564.3813  9.22088e-18  5.61053e-17  1.28007e-18    1919   122.565  1.96968e+16  0     
